fecha,grupo,pedidos,ventas_eur,ventas_moda_belleza_eur,ventas_hogar_electronica_eur,ventas_alimentacion_hosteleria_eur,ticket_medio_eur,pct_recogida_en_tienda
2025-01-29,B,2418,161504.75,77658.82,76805.43,7040.5,66.79,0.284
2025-01-29,C,965,64914.91,28754.26,28318.59,7842.07,67.27,0.265
2025-01-29,D,712,46894.32,21309.23,22641.05,2944.04,65.86,0.261
2025-01-29,E,1108,65385.65,29890.59,32506.01,2989.06,59.01,0.395
2025-01-30,A,3575,219990.74,110214.05,101029.55,8747.15,61.54,0.294
2025-01-30,B,2378,146476.14,70432.39,69658.4,6385.35,61.6,0.268
2025-01-30,C,1488,82756.12,36657.07,36101.66,9997.38,55.62,0.265
2025-01-30,D,670,39255.99,17838.3,18953.19,2464.5,58.59,0.308
2025-01-30,E,961,55579.81,25407.91,27631.11,2540.79,57.84,0.399
2025-01-31,A,4573,256961.16,128736.01,118008.01,10217.14,56.19,0.284
2025-01-31,B,2463,141684.34,68128.27,67379.61,6176.46,57.53,0.259
2025-01-31,C,1016,58655.84,25981.78,25588.12,7085.94,57.73,0.255
2025-01-31,D,519,32595.41,14811.67,15737.39,2046.35,62.8,0.292
2025-01-31,E,881,54796.5,25049.83,27241.69,2504.98,62.2,0.459
2025-02-01,A,4241,264822.75,132674.62,121618.4,10529.73,62.44,0.258
2025-02-01,B,1969,124018.34,59633.65,58978.34,5406.35,62.99,0.254
2025-02-01,C,1005,65502.01,29014.31,28574.7,7912.99,65.18,0.267
2025-02-01,D,474,29241.82,13287.76,14118.25,1835.81,61.69,0.292
2025-02-01,E,976,62461.76,28553.95,31052.42,2855.39,64.0,0.404
2025-02-02,A,2987,189201.84,94789.0,86889.91,7522.94,63.34,0.292
2025-02-02,B,2496,144448.4,69457.36,68694.09,6296.96,57.87,0.29
2025-02-02,C,793,51933.06,23003.91,22655.36,6273.79,65.49,0.261
2025-02-02,D,694,40743.58,18514.27,19671.41,2557.89,58.71,0.334
2025-02-02,E,992,58254.88,26630.8,28961.0,2663.08,58.72,0.384
2025-02-03,A,3354,215365.91,107897.04,98905.62,8563.26,64.21,0.306
2025-02-03,B,3100,188300.55,90543.46,89548.48,8208.61,60.74,0.25
2025-02-03,C,1120,73927.86,32746.57,32250.41,8930.88,66.01,0.263
2025-02-03,D,640,39700.05,18040.08,19167.59,2492.38,62.03,0.304
2025-02-03,E,981,65347.92,29873.34,32487.25,2987.33,66.61,0.414
2025-02-04,A,3203,206430.67,103420.54,94802.16,8207.98,64.45,0.314
2025-02-04,B,2498,159595.38,76740.71,75897.4,6957.26,63.89,0.243
2025-02-04,C,1090,71935.0,31863.83,31381.04,8690.13,66.0,0.311
2025-02-04,D,632,43099.5,19584.82,20808.88,2705.8,68.2,0.31
2025-02-04,E,1043,63395.54,28980.82,31516.64,2898.08,60.78,0.429
2025-02-05,A,4568,303200.17,151901.48,139243.02,12055.67,66.37,0.265
2025-02-05,B,2482,154547.85,74313.63,73496.99,6737.22,62.27,0.298
2025-02-05,C,1393,80912.02,35840.22,35297.19,9774.61,58.08,0.345
2025-02-05,D,730,47708.71,21679.29,23034.25,2995.17,65.35,0.251
2025-02-05,E,1080,65248.11,29827.71,32437.63,2982.77,60.41,0.447
2025-02-06,A,5685,314021.86,157323.08,144212.82,12485.96,55.24,0.27
2025-02-06,B,2400,130061.54,62539.5,61852.25,5669.79,54.19,0.287
2025-02-06,C,878,52947.53,23453.27,23097.92,6396.35,60.3,0.253
2025-02-06,D,571,36338.83,16512.71,17544.75,2281.36,63.64,0.303
2025-02-06,E,1000,57381.59,26231.59,28526.85,2623.16,57.38,0.457
2025-02-07,A,3214,205760.94,103085.0,94494.59,8181.35,64.02,0.269
2025-02-07,B,2220,145226.97,69831.73,69064.34,6330.9,65.42,0.268
2025-02-07,C,894,56301.96,24939.12,24561.26,6801.58,62.98,0.342
2025-02-07,D,556,36025.06,16370.13,17393.26,2261.66,64.79,0.309
2025-02-07,E,890,54045.25,24706.4,26868.21,2470.64,60.72,0.376
2025-02-08,A,4265,275236.82,137892.0,126401.0,10943.81,64.53,0.253
2025-02-08,B,2609,150274.07,72258.6,71464.55,6550.92,57.6,0.303
2025-02-08,C,1115,67191.58,29762.72,29311.77,8117.1,60.26,0.323
2025-02-08,D,561,34913.36,15864.96,16856.53,2191.87,62.23,0.292
2025-02-08,E,885,51379.57,23487.8,25542.99,2348.78,58.06,0.394
2025-02-09,A,3365,230016.61,115236.95,105633.87,9145.79,68.36,0.302
2025-02-09,B,2328,132731.55,63823.36,63122.0,5786.18,57.02,0.275
2025-02-09,C,993,63190.48,27990.42,27566.32,7633.75,63.64,0.25
2025-02-09,D,612,40318.11,18320.94,19466.0,2531.18,65.88,0.347
2025-02-09,E,701,44064.15,20143.61,21906.18,2014.36,62.86,0.428
2025-02-10,A,3483,201626.94,101013.9,92596.07,8016.98,57.89,0.264
2025-02-10,B,2224,143722.37,69108.25,68348.82,6265.31,64.62,0.269
2025-02-10,C,1135,68517.15,30349.88,29890.03,8277.24,60.37,0.243
2025-02-10,D,831,46801.66,21267.12,22596.32,2938.22,56.32,0.285
2025-02-10,E,953,64116.03,29310.19,31874.83,2931.02,67.28,0.418
2025-02-11,A,3965,255847.17,128177.91,117496.42,10172.85,64.53,0.272
2025-02-11,B,2358,142895.76,68710.77,67955.71,6229.27,60.6,0.253
2025-02-11,C,988,66253.34,29347.12,28902.46,8003.76,67.06,0.293
2025-02-11,D,824,49015.95,22273.32,23665.4,3077.23,59.49,0.285
2025-02-11,E,896,57618.64,26339.95,28644.7,2634.0,64.31,0.396
2025-02-12,A,5226,284233.52,142399.3,130532.69,11301.53,54.39,0.32
2025-02-12,B,2516,173024.94,83198.25,82283.99,7542.7,68.77,0.242
2025-02-12,C,1253,83329.58,36911.09,36351.83,10066.66,66.5,0.291
2025-02-12,D,641,37907.18,17225.39,18301.97,2379.82,59.14,0.279
2025-02-12,E,817,51550.75,23566.06,25628.09,2356.61,63.1,0.413
2025-02-13,A,5619,343120.49,171901.32,157576.21,13642.96,61.06,0.276
2025-02-13,B,2503,162329.9,78055.59,77197.84,7076.47,64.85,0.255
2025-02-13,C,794,47889.73,21212.9,20891.49,5785.34,60.31,0.242
2025-02-13,D,797,53817.84,24455.34,25983.8,3378.7,67.53,0.25
2025-02-13,E,855,58275.33,26640.15,28971.16,2664.01,68.16,0.422
2025-02-14,A,4068,245436.43,122962.19,112715.34,9758.9,60.33,0.287
2025-02-14,B,2066,126140.51,60654.09,59987.56,5498.86,61.06,0.26
2025-02-14,C,1047,66584.29,29493.71,29046.84,8043.74,63.6,0.25
2025-02-14,D,604,34628.61,15735.57,16719.04,2173.99,57.33,0.296
2025-02-14,E,651,42203.83,19293.18,20981.33,1929.32,64.83,0.401
2025-02-15,A,2709,179215.56,89785.93,82303.77,7125.87,66.16,0.226
2025-02-15,B,2030,115040.12,55316.52,54708.65,5014.96,56.67,0.227
2025-02-15,C,1022,58889.74,26085.39,25690.16,7114.2,57.62,0.284
2025-02-15,D,583,35326.91,16052.88,17056.19,2217.83,60.6,0.294
2025-02-15,E,787,49185.26,22484.69,24452.1,2248.47,62.5,0.368
2025-02-16,A,2695,170737.22,85538.33,78410.13,6788.76,63.35,0.329
2025-02-16,B,2097,123691.89,59476.68,58823.09,5392.12,58.99,0.287
2025-02-16,C,874,57384.87,25418.8,25033.67,6932.4,65.66,0.314
2025-02-16,D,558,36625.54,16643.0,17683.18,2299.36,65.64,0.244
2025-02-16,E,816,50604.08,23133.3,25157.46,2313.33,62.01,0.434
2025-02-17,A,3991,232896.91,116679.96,106956.63,9260.31,58.36,0.256
2025-02-17,B,2231,136671.7,65717.96,64995.79,5957.95,61.26,0.259
2025-02-17,C,1115,65160.54,28863.06,28425.74,7871.74,58.44,0.268
2025-02-17,D,730,43913.33,19954.64,21201.8,2756.89,60.16,0.251
2025-02-17,E,1009,56848.94,25988.09,28262.05,2598.81,56.34,0.426
2025-02-18,A,2461,159182.04,79749.25,73103.48,6329.31,64.68,0.283
2025-02-18,B,1399,86478.86,41582.97,41126.01,3769.88,61.81,0.257
2025-02-18,C,1032,63621.34,28181.26,27754.28,7685.8,61.65,0.315
2025-02-18,D,631,35010.24,15908.99,16903.3,2197.95,55.48,0.306
2025-02-18,E,933,52481.1,23991.36,26090.61,2399.14,56.25,0.43
2025-02-19,A,3825,250486.23,125492.11,115034.43,9959.69,65.49,0.241
2025-02-19,B,2567,160274.79,77067.4,76220.51,6986.88,62.44,0.278
2025-02-19,C,927,57842.39,25621.46,25233.26,6987.67,62.4,0.322
2025-02-19,D,600,37025.68,16824.83,17876.38,2324.48,61.71,0.352
2025-02-19,E,903,54508.45,24918.15,27098.49,2491.81,60.36,0.435
2025-02-20,A,3601,216677.65,108554.21,99508.03,8615.41,60.17,0.241
2025-02-20,B,2157,143492.17,68997.56,68239.34,6255.27,66.52,0.311
2025-02-20,C,1066,67898.7,30075.94,29620.24,8202.53,63.69,0.302
2025-02-20,D,534,33517.84,15230.83,16182.75,2104.26,62.77,0.241
2025-02-20,E,973,62262.35,28462.79,30953.28,2846.28,63.99,0.378
2025-02-21,A,4223,225245.36,112846.58,103442.7,8956.08,53.34,0.305
2025-02-21,B,1930,119469.77,57446.49,56815.21,5208.06,61.9,0.303
2025-02-21,C,914,52847.04,23408.76,23054.08,6384.21,57.82,0.255
2025-02-21,D,596,35619.88,16186.02,17197.64,2236.23,59.76,0.302
2025-02-21,E,813,50153.02,22927.09,24933.21,2292.71,61.69,0.419
2025-02-22,A,3874,247997.01,124245.02,113891.27,9860.72,64.02,0.25
2025-02-22,B,1695,99397.15,47794.67,47269.45,4333.03,58.64,0.26
2025-02-22,C,824,50308.34,22284.23,21946.59,6077.52,61.05,0.252
2025-02-22,D,443,28369.07,12891.18,13696.87,1781.02,64.04,0.339
2025-02-22,E,800,55377.02,25315.21,27530.29,2531.52,69.22,0.39
2025-02-23,A,3177,213693.25,107059.04,98137.46,8496.75,67.26,0.296
2025-02-23,B,2094,129137.12,62095.0,61412.63,5629.49,61.67,0.311
2025-02-23,C,982,52494.1,23252.42,22900.11,6341.57,53.46,0.243
2025-02-23,D,620,36556.91,16611.81,17650.05,2295.05,58.96,0.298
2025-02-23,E,790,47643.81,21780.03,23685.78,2178.0,60.31,0.411
2025-02-24,A,4041,256029.9,128269.45,117580.33,10180.12,63.36,0.28
2025-02-24,B,2414,150821.01,72521.6,71724.66,6574.76,62.48,0.283
2025-02-24,C,799,51811.15,22949.91,22602.18,6259.07,64.84,0.282
2025-02-24,D,531,36044.87,16379.13,17402.83,2262.91,67.88,0.235
2025-02-24,E,907,58854.82,26905.06,29259.25,2690.51,64.89,0.422
2025-02-25,A,4057,260928.68,130723.71,119830.07,10374.9,64.32,0.24
2025-02-25,B,1976,130612.45,62804.4,62114.24,5693.81,66.1,0.303
2025-02-25,C,919,55409.44,24543.78,24171.9,6693.76,60.29,0.324
2025-02-25,D,739,43005.62,19542.17,20763.55,2699.9,58.19,0.291
2025-02-25,E,891,60804.65,27796.41,30228.6,2779.64,68.24,0.398
2025-02-26,A,4783,281378.58,140968.99,129221.57,11188.02,58.83,0.29
2025-02-26,B,2037,144844.78,69647.95,68882.59,6314.24,71.11,0.255
2025-02-26,C,1131,68982.15,30555.85,30092.89,8333.41,60.99,0.317
2025-02-26,D,595,36538.61,16603.49,17641.21,2293.9,61.41,0.318
2025-02-26,E,1038,58384.71,26690.15,29025.54,2669.02,56.25,0.395
2025-02-27,A,3918,261651.26,131085.72,120161.91,10403.63,66.78,0.295
2025-02-27,B,2442,147656.09,70999.76,70219.54,6436.79,60.47,0.253
2025-02-27,C,1058,63382.39,28075.42,27650.04,7656.93,59.91,0.304
2025-02-27,D,569,38834.63,17646.83,18749.75,2438.05,68.25,0.277
2025-02-27,E,809,55144.48,25208.9,27414.68,2520.89,68.16,0.413
2025-02-28,A,3500,222773.33,111608.11,102307.43,8857.79,63.65,0.25
2025-02-28,B,1863,117714.23,56602.35,55980.35,5131.53,63.19,0.279
2025-02-28,C,675,40164.39,17790.94,17521.38,4852.07,59.5,0.296
2025-02-28,D,524,35649.47,16199.46,17211.92,2238.08,68.03,0.256
2025-02-28,E,637,41466.5,18956.11,20614.77,1895.61,65.1,0.4
2025-03-01,A,3363,233944.17,117204.63,107437.58,9301.96,69.56,0.251
2025-03-01,B,2213,139994.19,67315.57,66575.84,6102.78,63.26,0.306
2025-03-01,C,1142,62475.22,27673.59,27254.29,7547.34,54.71,0.278
2025-03-01,D,748,49638.52,22556.22,23965.98,3116.32,66.36,0.275
2025-03-01,E,875,54865.51,25081.37,27276.0,2508.14,62.7,0.365
2025-03-02,A,3582,237463.06,118967.58,109053.61,9441.87,66.29,0.297
2025-03-02,B,2237,134597.05,64720.38,64009.17,5867.51,60.17,0.325
2025-03-02,C,989,60588.08,26837.67,26431.04,7319.36,61.26,0.239
2025-03-02,D,626,36829.05,16735.47,17781.44,2312.14,58.83,0.318
2025-03-02,E,908,60450.16,27634.36,30052.36,2763.44,66.58,0.402
2025-03-03,A,5030,326680.54,163665.0,150026.25,12989.29,64.95,0.25
2025-03-03,B,2715,171585.48,82506.1,81599.44,7479.95,63.2,0.303
2025-03-03,C,1225,72011.54,31897.73,31414.43,8699.38,58.78,0.288
2025-03-03,D,706,44833.89,20372.95,21646.26,2814.68,63.5,0.269
2025-03-03,E,1157,65537.83,29960.15,32581.66,2996.01,56.64,0.399
2025-03-04,A,3619,218003.95,109218.68,100117.12,8668.15,60.24,0.299
2025-03-04,B,2421,148809.36,71554.3,70767.99,6487.07,61.47,0.331
2025-03-04,C,1303,74200.45,32867.31,32369.32,8963.81,56.95,0.297
2025-03-04,D,730,47772.69,21708.37,23065.14,2999.18,65.44,0.276
2025-03-04,E,1037,64513.17,29491.74,32072.26,2949.17,62.21,0.396
2025-03-05,A,5959,353914.13,177308.87,162533.13,14072.13,59.39,0.251
2025-03-05,B,2086,145674.07,70046.71,69276.97,6350.39,69.83,0.242
2025-03-05,C,1123,69648.08,30850.83,30383.39,8413.86,62.02,0.235
2025-03-05,D,524,35909.3,16317.53,17337.38,2254.4,68.53,0.221
2025-03-05,E,942,61252.59,28001.19,30451.29,2800.12,65.02,0.347
2025-03-06,A,3663,236871.08,118671.0,108781.75,9418.33,64.67,0.261
2025-03-06,B,2514,163086.08,78419.2,77557.45,7109.43,64.87,0.261
2025-03-06,C,1436,84750.82,37540.63,36971.84,10238.35,59.02,0.263
2025-03-06,D,870,53627.41,24368.81,25891.86,3366.74,61.64,0.302
2025-03-06,E,1058,64073.63,29290.8,31853.75,2929.08,60.56,0.311
2025-03-07,A,3624,214191.09,107308.46,98366.09,8516.54,59.1,0.312
2025-03-07,B,2402,145800.35,70107.43,69337.02,6355.89,60.7,0.241
2025-03-07,C,1085,67465.8,29884.18,29431.39,8150.23,62.18,0.223
2025-03-07,D,743,47334.97,21509.47,22853.81,2971.7,63.71,0.283
2025-03-07,E,621,42492.15,19424.98,21124.67,1942.5,68.43,0.468
2025-03-08,A,4713,266252.95,133391.14,122275.21,10586.6,56.49,0.299
2025-03-08,B,2432,162178.84,77982.95,77126.0,7069.88,66.69,0.264
2025-03-08,C,975,66914.91,29640.16,29191.07,8083.68,68.63,0.275
2025-03-08,D,612,39685.96,18033.68,19160.78,2491.5,64.85,0.287
2025-03-08,E,877,58116.34,26567.47,28892.12,2656.75,66.27,0.485
2025-03-09,A,3685,240737.46,120608.03,110557.36,9572.07,65.33,0.308
2025-03-09,B,1985,113375.84,54516.26,53917.18,4942.41,57.12,0.252
2025-03-09,C,1182,68382.54,30290.25,29831.31,8260.98,57.85,0.274
2025-03-09,D,610,40784.87,18533.03,19691.35,2560.49,66.86,0.292
2025-03-09,E,683,47155.2,21556.66,23442.87,2155.67,69.04,0.4
2025-03-10,A,3797,251549.35,126024.72,115522.66,10001.96,66.25,0.271
2025-03-10,B,1896,134912.33,64871.98,64159.1,5881.25,71.16,0.285
2025-03-10,C,985,67503.25,29900.77,29447.73,8154.76,68.53,0.282
2025-03-10,D,872,53375.37,24254.28,25770.17,3350.92,61.21,0.324
2025-03-10,E,926,57942.12,26487.83,28805.51,2648.78,62.57,0.431
2025-03-11,A,4429,289397.09,144986.22,132904.03,11506.84,65.34,0.253
2025-03-11,B,2315,150995.99,72605.73,71807.87,6582.39,65.23,0.227
2025-03-11,C,1214,76937.91,34079.88,33563.52,9294.51,63.38,0.318
2025-03-11,D,650,42616.5,19365.35,20575.68,2675.48,65.56,0.299
2025-03-11,E,977,68057.66,31112.07,33834.38,3111.21,69.66,0.379
2025-03-12,A,4107,248461.22,124477.59,114104.46,9879.17,60.5,0.274
2025-03-12,B,2588,143400.26,68953.36,68195.63,6251.27,55.41,0.338
2025-03-12,C,1280,72464.56,32098.39,31612.05,8754.11,56.61,0.243
2025-03-12,D,777,41792.11,18990.74,20177.66,2623.72,53.79,0.289
2025-03-12,E,1220,77716.59,35527.58,38636.25,3552.76,63.7,0.397
2025-03-13,A,3783,253606.36,127055.27,116467.33,10083.75,67.04,0.329
2025-03-13,B,2946,174500.3,83907.67,82985.61,7607.01,59.23,0.234
2025-03-13,C,1185,76045.84,33684.73,33174.36,9186.75,64.17,0.272
2025-03-13,D,587,38413.09,17455.28,18546.23,2411.58,65.44,0.275
2025-03-13,E,1051,65669.34,30020.27,32647.04,3002.03,62.48,0.34
2025-03-14,A,4216,243566.67,122025.45,111856.66,9684.56,57.77,0.262
2025-03-14,B,2993,182572.61,87789.21,86824.49,7958.91,61.0,0.283
2025-03-14,C,1276,79231.5,35095.83,34564.08,9571.59,62.09,0.285
2025-03-14,D,634,37434.51,17010.6,18073.76,2350.15,59.04,0.283
2025-03-14,E,867,54511.17,24919.39,27099.84,2491.94,62.87,0.489
2025-03-15,A,3589,214544.64,107485.59,98528.45,8530.6,59.78,0.304
2025-03-15,B,2648,147601.39,70973.46,70193.53,6434.41,55.74,0.298
2025-03-15,C,934,58676.84,25991.08,25597.28,7088.48,62.82,0.26
2025-03-15,D,687,39004.31,17723.93,18831.68,2448.7,56.77,0.313
2025-03-15,E,1112,62466.18,28555.97,31054.62,2855.6,56.17,0.402
2025-03-16,A,4484,262140.92,131331.04,120386.78,10423.1,58.46,0.261
2025-03-16,B,2534,157165.65,75572.38,74741.92,6851.34,62.02,0.29
2025-03-16,C,1180,75284.43,33347.47,32842.2,9094.76,63.8,0.284
2025-03-16,D,574,36634.28,16646.97,17687.4,2299.91,63.82,0.3
2025-03-16,E,773,52156.7,23843.06,25929.33,2384.31,67.47,0.34
2025-03-17,A,4456,273371.1,136957.29,125544.18,10869.63,61.35,0.287
2025-03-17,B,2671,171828.95,82623.17,81715.22,7490.56,64.33,0.293
2025-03-17,C,1282,81502.04,36101.58,35554.58,9845.88,63.57,0.27
2025-03-17,D,620,40489.08,18398.63,19548.54,2541.92,65.3,0.222
2025-03-17,E,1146,65530.07,29956.6,32577.81,2995.66,57.18,0.409
2025-03-18,A,4115,277487.6,139019.63,127434.66,11033.3,67.43,0.321
2025-03-18,B,2238,153306.34,73716.65,72906.58,6683.1,68.5,0.243
2025-03-18,C,1051,66065.04,29263.71,28820.32,7981.01,62.86,0.266
2025-03-18,D,698,44996.0,20446.61,21724.52,2824.86,64.46,0.258
2025-03-18,E,1034,63241.07,28910.2,31439.85,2891.02,61.16,0.455
2025-03-19,A,4972,301901.51,151250.85,138646.62,12004.04,60.72,0.267
2025-03-19,B,2853,173258.59,83310.6,82395.1,7552.88,60.73,0.311
2025-03-19,C,1122,64361.13,28508.95,28077.0,7775.17,57.36,0.277
2025-03-19,D,741,49940.57,22693.47,24111.81,3135.28,67.4,0.269
2025-03-19,E,1004,55536.22,25387.99,27609.44,2538.8,55.31,0.395
2025-03-20,A,4643,319417.56,160026.29,146690.77,12700.5,68.8,0.332
2025-03-20,B,2549,167504.32,80543.69,79658.59,7302.04,65.71,0.304
2025-03-20,C,1273,72820.42,32256.02,31767.3,8797.1,57.2,0.269
2025-03-20,D,719,43119.91,19594.1,20818.73,2707.08,59.97,0.276
2025-03-20,E,1081,64001.28,29257.73,31817.78,2925.77,59.21,0.425
2025-03-21,A,4553,272330.0,136435.7,125066.06,10828.23,59.81,0.266
2025-03-21,B,2107,132278.01,63605.28,62906.32,5766.41,62.78,0.218
2025-03-21,C,1053,68806.05,30477.85,30016.06,8312.14,65.34,0.27
2025-03-21,D,518,34645.98,15743.46,16727.43,2175.08,66.88,0.29
2025-03-21,E,843,48510.27,22176.12,24116.53,2217.61,57.54,0.362
2025-03-22,A,3930,262819.67,131671.09,120698.5,10450.09,66.88,0.299
2025-03-22,B,2850,172667.25,83026.26,82113.89,7527.11,60.58,0.289
2025-03-22,C,1152,71746.75,31780.44,31298.92,8667.39,62.28,0.271
2025-03-22,D,734,47519.68,21593.4,22942.98,2983.3,64.74,0.294
2025-03-22,E,958,56183.9,25684.07,27931.42,2568.41,58.65,0.425
2025-03-23,A,3574,207879.7,104146.49,95467.61,8265.59,58.16,0.247
2025-03-23,B,2574,152002.6,73089.76,72286.57,6626.27,59.05,0.302
2025-03-23,C,994,61631.37,27299.8,26886.17,7445.4,62.0,0.289
2025-03-23,D,738,42353.38,19245.78,20448.64,2658.96,57.39,0.28
2025-03-23,E,816,49224.64,22502.69,24471.68,2250.27,60.32,0.423
2025-03-24,A,4869,302024.6,151312.52,138703.15,12008.93,62.03,0.285
2025-03-24,B,2562,158837.23,76376.16,75536.86,6924.21,62.0,0.317
2025-03-24,C,1247,71952.91,31871.76,31388.85,8692.3,57.7,0.293
2025-03-24,D,845,49217.02,22364.68,23762.48,3089.86,58.24,0.278
2025-03-24,E,926,59554.31,27224.83,29607.0,2722.48,64.31,0.456
2025-03-25,A,4419,261197.34,130858.31,119953.45,10385.58,59.11,0.264
2025-03-25,B,2682,147088.86,70727.01,69949.79,6412.06,54.84,0.283
2025-03-25,C,1312,80381.3,35605.14,35065.67,9710.49,61.27,0.326
2025-03-25,D,712,47344.01,21513.57,22858.17,2972.27,66.49,0.29
2025-03-25,E,1071,64411.07,29445.06,32021.5,2944.51,60.14,0.459
2025-03-26,A,3924,245974.22,123231.62,112962.32,9780.29,62.68,0.246
2025-03-26,B,2619,162703.34,78235.16,77375.43,7092.75,62.12,0.262
2025-03-26,C,972,63951.54,28327.53,27898.32,7725.69,65.79,0.294
2025-03-26,D,691,44832.67,20372.4,21645.67,2814.61,64.88,0.274
2025-03-26,E,1184,63572.58,29061.75,31604.66,2906.18,53.69,0.367
2025-03-27,A,4680,313413.71,157018.4,143933.53,12461.78,66.97,0.282
2025-03-27,B,2913,179153.09,86144.95,85198.3,7809.84,61.5,0.282
2025-03-27,C,985,67499.54,29899.12,29446.11,8154.31,68.53,0.289
2025-03-27,D,579,39893.26,18127.88,19260.87,2504.51,68.9,0.285
2025-03-27,E,997,62694.02,28660.12,31167.88,2866.01,62.88,0.37
2025-03-28,A,4828,267052.67,133791.8,122642.48,10618.4,55.31,0.291
2025-03-28,B,2685,148332.33,71324.92,70541.13,6466.27,55.24,0.263
2025-03-28,C,1040,65538.09,29030.29,28590.44,7917.35,63.02,0.245
2025-03-28,D,716,43679.5,19848.38,21088.91,2742.21,61.0,0.298
2025-03-28,E,773,50126.25,22914.86,24919.91,2291.49,64.85,0.391
2025-03-29,A,3948,267984.52,134258.64,123070.42,10655.45,67.88,0.243
2025-03-29,B,2469,158408.75,76170.13,75333.09,6905.53,64.16,0.228
2025-03-29,C,912,57433.41,25440.3,25054.84,6938.26,62.98,0.312
2025-03-29,D,690,40441.9,18377.19,19525.76,2538.95,58.61,0.289
2025-03-29,E,870,55673.07,25450.55,27677.47,2545.05,63.99,0.378
2025-03-30,A,3756,236480.26,118475.2,108602.27,9402.79,62.96,0.274
2025-03-30,B,1745,119480.91,57451.85,56820.51,5208.55,68.47,0.306
2025-03-30,C,1034,67325.45,29822.01,29370.16,8133.28,65.11,0.256
2025-03-30,D,670,42748.16,19425.17,20639.24,2683.74,63.8,0.276
2025-03-30,E,1012,64445.42,29460.76,32038.58,2946.08,63.68,0.42
2025-03-31,A,3832,251847.61,126174.15,115659.64,10013.82,65.72,0.271
2025-03-31,B,2904,168874.19,81202.39,80310.05,7361.75,58.15,0.305
2025-03-31,C,1105,78475.89,34761.13,34234.45,9480.31,71.02,0.263
2025-03-31,D,616,38185.2,17351.72,18436.2,2397.28,61.99,0.275
2025-03-31,E,1105,62207.92,28437.91,30926.23,2843.79,56.3,0.417
2025-04-01,A,4345,273377.23,136960.36,125547.0,10869.87,62.92,0.235
2025-04-01,B,2705,173835.25,83587.89,82669.34,7578.02,64.26,0.24
2025-04-01,C,1161,77839.22,34479.12,33956.71,9403.4,67.04,0.271
2025-04-01,D,808,42359.53,19248.57,20451.61,2659.34,52.43,0.235
2025-04-01,E,987,65845.56,30100.83,32734.65,3010.08,66.71,0.374
2025-04-02,A,5387,325102.13,162874.23,149301.38,12926.53,60.35,0.273
2025-04-02,B,2119,139661.06,67155.39,66417.41,6088.26,65.91,0.26
2025-04-02,C,1417,90292.22,39995.21,39389.22,10907.78,63.72,0.23
2025-04-02,D,772,46133.02,20963.29,22273.49,2896.24,59.76,0.277
2025-04-02,E,1142,70433.84,32198.33,35015.68,3219.83,61.68,0.424
2025-04-03,A,4853,277671.77,139111.9,127519.24,11040.63,57.22,0.304
2025-04-03,B,2100,122190.73,58754.86,58109.2,5326.68,58.19,0.288
2025-04-03,C,1577,83004.81,36767.23,36210.15,10027.43,52.63,0.309
2025-04-03,D,849,53540.69,24329.4,25849.99,3361.3,63.06,0.299
2025-04-03,E,925,59446.07,27175.35,29553.19,2717.53,64.27,0.361
2025-04-04,A,4387,264666.86,132596.52,121546.81,10523.53,60.33,0.296
2025-04-04,B,2061,136236.8,65508.85,64788.97,5938.99,66.1,0.268
2025-04-04,C,1228,68879.18,30510.24,30047.96,8320.97,56.09,0.284
2025-04-04,D,750,44047.45,20015.58,21266.56,2765.31,58.73,0.337
2025-04-04,E,1177,61119.25,27940.23,30385.0,2794.02,51.93,0.447
2025-04-05,A,4685,304446.13,152525.7,139815.22,12105.21,64.98,0.295
2025-04-05,B,1898,118534.02,56996.54,56370.21,5167.27,62.45,0.295
2025-04-05,C,1243,80143.36,35499.74,34961.87,9681.75,64.48,0.273
2025-04-05,D,650,43071.65,19572.17,20795.43,2704.05,66.26,0.28
2025-04-05,E,672,45913.77,20989.15,22825.7,2098.92,68.32,0.445
2025-04-06,A,3914,232578.29,116520.34,106810.31,9247.65,59.42,0.312
2025-04-06,B,2522,163782.61,78754.12,77888.69,7139.8,64.94,0.242
2025-04-06,C,1071,71221.12,31547.61,31069.62,8603.89,66.5,0.35
2025-04-06,D,679,43567.39,19797.44,21034.78,2735.17,64.16,0.257
2025-04-06,E,842,46775.34,21383.01,23254.03,2138.3,55.55,0.439
2025-04-07,A,5118,266861.53,133696.04,122554.7,10610.8,52.14,0.299
2025-04-07,B,2374,146905.66,70638.92,69862.66,6404.08,61.88,0.361
2025-04-07,C,1523,91168.73,40383.47,39771.59,11013.67,59.86,0.275
2025-04-07,D,1003,54238.3,24646.4,26186.8,3405.1,54.08,0.317
2025-04-07,E,935,59649.37,27268.29,29654.26,2726.83,63.8,0.359
2025-04-08,A,3479,229798.73,115127.79,105533.81,9137.13,66.05,0.311
2025-04-08,B,3146,208267.12,100144.29,99043.81,9079.02,66.2,0.318
2025-04-08,C,1041,64486.16,28564.34,28131.54,7790.27,61.95,0.255
2025-04-08,D,711,45274.34,20573.09,21858.91,2842.34,63.68,0.287
2025-04-08,E,1067,62631.49,28631.54,31136.8,2863.15,58.7,0.437
2025-04-09,A,5255,324073.2,162358.74,148828.85,12885.61,61.67,0.274
2025-04-09,B,2881,189584.26,91160.73,90158.96,8264.57,65.81,0.314
