mes,matricula,grupo,tipo,km,km_en_vacio,litros,coste_eur,co2e_kg
2024-01-01,RN-BCN-F053,B,furgoneta,1951.1,409.7,185.4,263.21,496.8
2024-02-01,RN-BCN-F053,B,furgoneta,1764.8,370.6,167.7,238.07,449.3
2024-03-01,RN-BCN-F053,B,furgoneta,2088.1,438.5,198.4,281.69,531.6
2024-04-01,RN-BCN-F053,B,furgoneta,2123.3,445.9,201.7,286.43,540.6
2024-05-01,RN-BCN-F053,B,furgoneta,2141.9,449.8,203.5,288.94,545.3
2024-06-01,RN-BCN-F053,B,furgoneta,2123.9,446.0,201.8,286.51,540.7
2024-07-01,RN-BCN-F053,B,furgoneta,2329.2,489.1,221.3,314.21,593.0
2024-08-01,RN-BCN-F053,B,furgoneta,1905.9,400.2,181.1,257.1,485.2
2024-09-01,RN-BCN-F053,B,furgoneta,1862.7,391.2,177.0,251.27,474.2
2024-10-01,RN-BCN-F053,B,furgoneta,2557.9,537.2,243.0,345.06,651.2
2024-11-01,RN-BCN-F053,B,furgoneta,1999.4,419.9,189.9,269.72,509.0
2024-12-01,RN-BCN-F053,B,furgoneta,2590.3,544.0,246.1,349.44,659.5
2025-01-01,RN-BCN-F053,B,furgoneta,1893.0,397.5,179.8,255.37,482.0
2025-02-01,RN-BCN-F053,B,furgoneta,1817.3,381.6,172.6,245.15,462.7
2025-03-01,RN-BCN-F053,B,furgoneta,2232.0,468.7,212.0,301.1,568.3
2025-04-01,RN-BCN-F053,B,furgoneta,2271.5,477.0,215.8,306.42,578.3
2025-05-01,RN-BCN-F053,B,furgoneta,2197.2,461.4,208.7,296.4,559.4
2025-06-01,RN-BCN-F053,B,furgoneta,2493.9,523.7,236.9,336.43,634.9
2025-07-01,RN-BCN-F053,B,furgoneta,2418.4,507.9,229.7,326.24,615.7
2025-08-01,RN-BCN-F053,B,furgoneta,2159.0,453.4,205.1,291.26,549.7
2025-09-01,RN-BCN-F053,B,furgoneta,2220.5,466.3,210.9,299.55,565.3
2025-10-01,RN-BCN-F053,B,furgoneta,2575.2,540.8,244.6,347.39,655.6
2025-11-01,RN-BCN-F053,B,furgoneta,1939.0,407.2,184.2,261.57,493.7
2025-12-01,RN-BCN-F053,B,furgoneta,2580.4,541.9,245.1,348.1,657.0
2024-01-01,RN-BCN-F054,B,furgoneta,1948.0,409.1,187.1,265.68,501.4
2024-02-01,RN-BCN-F054,B,furgoneta,2202.3,462.5,211.5,300.36,566.9
2024-03-01,RN-BCN-F054,B,furgoneta,2093.4,439.6,201.1,285.51,538.8
2024-04-01,RN-BCN-F054,B,furgoneta,1899.0,398.8,182.4,258.99,488.8
2024-05-01,RN-BCN-F054,B,furgoneta,2069.0,434.5,198.7,282.18,532.6
2024-06-01,RN-BCN-F054,B,furgoneta,2375.5,498.9,228.2,323.98,611.5
2024-07-01,RN-BCN-F054,B,furgoneta,2174.2,456.6,208.8,296.53,559.6
2024-08-01,RN-BCN-F054,B,furgoneta,2276.8,478.1,218.7,310.51,586.0
2024-09-01,RN-BCN-F054,B,furgoneta,2070.9,434.9,198.9,282.44,533.1
2024-10-01,RN-BCN-F054,B,furgoneta,1933.9,406.1,185.7,263.75,497.8
2024-11-01,RN-BCN-F054,B,furgoneta,2341.1,491.6,224.8,319.29,602.6
2024-12-01,RN-BCN-F054,B,furgoneta,2671.2,560.9,256.6,364.3,687.6
2025-01-01,RN-BCN-F054,B,furgoneta,1852.7,389.1,177.9,252.68,476.9
2025-02-01,RN-BCN-F054,B,furgoneta,1898.5,398.7,182.3,258.93,488.7
2025-03-01,RN-BCN-F054,B,furgoneta,2329.6,489.2,223.7,317.72,599.6
2025-04-01,RN-BCN-F054,B,furgoneta,2248.4,472.2,215.9,306.64,578.7
2025-05-01,RN-BCN-F054,B,furgoneta,2171.1,455.9,208.5,296.1,558.8
2025-06-01,RN-BCN-F054,B,furgoneta,1971.1,413.9,189.3,268.83,507.4
2025-07-01,RN-BCN-F054,B,furgoneta,2556.5,536.9,245.5,348.67,658.0
2025-08-01,RN-BCN-F054,B,furgoneta,2285.3,479.9,219.5,311.68,588.2
2025-09-01,RN-BCN-F054,B,furgoneta,2240.6,470.5,215.2,305.58,576.7
2025-10-01,RN-BCN-F054,B,furgoneta,2273.1,477.4,218.3,310.02,585.1
2025-11-01,RN-BCN-F054,B,furgoneta,2261.8,475.0,217.2,308.47,582.2
2025-12-01,RN-BCN-F054,B,furgoneta,2696.2,566.2,259.0,367.71,694.0
2024-01-01,RN-BCN-F055,B,furgoneta,1876.2,394.0,180.2,255.89,482.9
2024-02-01,RN-BCN-F055,B,furgoneta,1842.8,387.0,177.0,251.33,474.3
2024-03-01,RN-BCN-F055,B,furgoneta,1983.0,416.4,190.5,270.44,510.4
2024-04-01,RN-BCN-F055,B,furgoneta,2102.5,441.5,201.9,286.75,541.2
2024-05-01,RN-BCN-F055,B,furgoneta,1923.5,403.9,184.7,262.34,495.1
2024-06-01,RN-BCN-F055,B,furgoneta,2145.9,450.6,206.1,292.67,552.4
2024-07-01,RN-BCN-F055,B,furgoneta,2399.3,503.9,230.4,327.23,617.6
2024-08-01,RN-BCN-F055,B,furgoneta,1923.0,403.8,184.7,262.27,495.0
2024-09-01,RN-BCN-F055,B,furgoneta,2101.6,441.3,201.9,286.63,541.0
2024-10-01,RN-BCN-F055,B,furgoneta,2285.1,479.9,219.5,311.64,588.2
2024-11-01,RN-BCN-F055,B,furgoneta,2402.7,504.6,230.8,327.69,618.5
2024-12-01,RN-BCN-F055,B,furgoneta,2769.1,581.5,266.0,377.66,712.8
2025-01-01,RN-BCN-F055,B,furgoneta,2380.3,499.9,228.6,324.64,612.7
2025-02-01,RN-BCN-F055,B,furgoneta,1772.3,372.2,170.2,241.71,456.2
2025-03-01,RN-BCN-F055,B,furgoneta,2026.4,425.6,194.6,276.37,521.6
2025-04-01,RN-BCN-F055,B,furgoneta,1926.3,404.5,185.0,262.71,495.8
2025-05-01,RN-BCN-F055,B,furgoneta,2141.1,449.6,205.6,292.01,551.1
2025-06-01,RN-BCN-F055,B,furgoneta,2213.3,464.8,212.6,301.86,569.7
2025-07-01,RN-BCN-F055,B,furgoneta,2190.3,460.0,210.4,298.72,563.8
2025-08-01,RN-BCN-F055,B,furgoneta,1991.6,418.2,191.3,271.63,512.6
2025-09-01,RN-BCN-F055,B,furgoneta,2106.6,442.4,202.3,287.31,542.2
2025-10-01,RN-BCN-F055,B,furgoneta,2184.2,458.7,209.8,297.89,562.2
2025-11-01,RN-BCN-F055,B,furgoneta,2288.4,480.6,219.8,312.1,589.0
2025-12-01,RN-BCN-F055,B,furgoneta,2594.0,544.7,249.1,353.78,667.7
2024-01-01,RN-BCN-F056,B,furgoneta,1819.1,382.0,178.5,253.49,478.4
2024-02-01,RN-BCN-F056,B,furgoneta,1948.2,409.1,191.2,271.48,512.4
2024-03-01,RN-BCN-F056,B,furgoneta,2218.4,465.9,217.7,309.14,583.5
2024-04-01,RN-BCN-F056,B,furgoneta,2346.4,492.7,230.3,326.97,617.1
2024-05-01,RN-BCN-F056,B,furgoneta,2069.9,434.7,203.1,288.44,544.4
2024-06-01,RN-BCN-F056,B,furgoneta,2219.0,466.0,217.8,309.23,583.6
2024-07-01,RN-BCN-F056,B,furgoneta,2504.4,525.9,245.8,348.99,658.7
2024-08-01,RN-BCN-F056,B,furgoneta,1988.3,417.5,195.1,277.08,522.9
2024-09-01,RN-BCN-F056,B,furgoneta,1809.1,379.9,177.5,252.1,475.8
2024-10-01,RN-BCN-F056,B,furgoneta,2095.2,440.0,205.6,291.97,551.0
2024-11-01,RN-BCN-F056,B,furgoneta,1810.7,380.2,177.7,252.32,476.2
2024-12-01,RN-BCN-F056,B,furgoneta,2433.9,511.1,238.9,339.17,640.1
2025-01-01,RN-BCN-F056,B,furgoneta,2212.7,464.7,217.1,308.34,581.9
2025-02-01,RN-BCN-F056,B,furgoneta,1969.7,413.6,193.3,274.48,518.0
2025-03-01,RN-BCN-F056,B,furgoneta,2038.3,428.0,200.0,284.04,536.1
2025-04-01,RN-BCN-F056,B,furgoneta,2118.5,444.9,207.9,295.22,557.2
2025-05-01,RN-BCN-F056,B,furgoneta,1894.6,397.9,185.9,264.02,498.3
2025-06-01,RN-BCN-F056,B,furgoneta,2295.3,482.0,225.2,319.85,603.7
2025-07-01,RN-BCN-F056,B,furgoneta,2461.6,516.9,241.6,343.03,647.4
2025-08-01,RN-BCN-F056,B,furgoneta,2110.7,443.2,207.1,294.12,555.1
2025-09-01,RN-BCN-F056,B,furgoneta,1773.2,372.4,174.0,247.09,466.3
2025-10-01,RN-BCN-F056,B,furgoneta,2197.9,461.6,215.7,306.29,578.1
2025-11-01,RN-BCN-F056,B,furgoneta,2157.6,453.1,211.7,300.67,567.5
2025-12-01,RN-BCN-F056,B,furgoneta,2810.1,590.1,275.8,391.59,739.0
2024-01-01,RN-BCN-F057,B,furgoneta,2230.7,468.5,211.9,300.93,567.9
2024-02-01,RN-BCN-F057,B,furgoneta,2009.0,421.9,190.9,271.02,511.5
2024-03-01,RN-BCN-F057,B,furgoneta,2238.6,470.1,212.7,301.99,570.0
2024-04-01,RN-BCN-F057,B,furgoneta,2074.2,435.6,197.0,279.81,528.1
2024-05-01,RN-BCN-F057,B,furgoneta,2296.1,482.2,218.1,309.75,584.6
2024-06-01,RN-BCN-F057,B,furgoneta,2221.3,466.5,211.0,299.66,565.5
2024-07-01,RN-BCN-F057,B,furgoneta,2446.6,513.8,232.4,330.05,622.9
2024-08-01,RN-BCN-F057,B,furgoneta,2026.6,425.6,192.5,273.39,516.0
2024-09-01,RN-BCN-F057,B,furgoneta,2078.2,436.4,197.4,280.35,529.1
2024-10-01,RN-BCN-F057,B,furgoneta,2199.6,461.9,209.0,296.73,560.0
2024-11-01,RN-BCN-F057,B,furgoneta,2149.0,451.3,204.2,289.89,547.1
2024-12-01,RN-BCN-F057,B,furgoneta,2573.0,540.3,244.4,347.09,655.1
2025-01-01,RN-BCN-F057,B,furgoneta,1782.8,374.4,169.4,240.51,453.9
2025-02-01,RN-BCN-F057,B,furgoneta,2094.6,439.9,199.0,282.56,533.3
2025-03-01,RN-BCN-F057,B,furgoneta,2091.1,439.1,198.7,282.09,532.4
2025-04-01,RN-BCN-F057,B,furgoneta,2207.4,463.5,209.7,297.77,562.0
2025-05-01,RN-BCN-F057,B,furgoneta,2138.2,449.0,203.1,288.45,544.4
2025-06-01,RN-BCN-F057,B,furgoneta,1869.4,392.6,177.6,252.18,475.9
2025-07-01,RN-BCN-F057,B,furgoneta,2202.4,462.5,209.2,297.11,560.7
2025-08-01,RN-BCN-F057,B,furgoneta,2201.2,462.3,209.1,296.94,560.4
2025-09-01,RN-BCN-F057,B,furgoneta,2201.5,462.3,209.1,296.99,560.5
2025-10-01,RN-BCN-F057,B,furgoneta,2163.7,454.4,205.6,291.88,550.9
2025-11-01,RN-BCN-F057,B,furgoneta,2127.0,446.7,202.1,286.93,541.5
2025-12-01,RN-BCN-F057,B,furgoneta,2744.7,576.4,260.7,370.26,698.8
2024-01-01,RN-BCN-F058,B,furgoneta,2116.3,444.4,201.0,285.49,538.8
2024-02-01,RN-BCN-F058,B,furgoneta,1616.2,339.4,153.5,218.02,411.5
2024-03-01,RN-BCN-F058,B,furgoneta,2123.7,446.0,201.7,286.48,540.7
2024-04-01,RN-BCN-F058,B,furgoneta,2614.3,549.0,248.4,352.67,665.6
2024-05-01,RN-BCN-F058,B,furgoneta,2039.0,428.2,193.7,275.06,519.1
2024-06-01,RN-BCN-F058,B,furgoneta,2098.2,440.6,199.3,283.05,534.2
2024-07-01,RN-BCN-F058,B,furgoneta,2152.8,452.1,204.5,290.41,548.1
2024-08-01,RN-BCN-F058,B,furgoneta,2275.4,477.8,216.2,306.95,579.3
2024-09-01,RN-BCN-F058,B,furgoneta,2023.2,424.9,192.2,272.93,515.1
2024-10-01,RN-BCN-F058,B,furgoneta,2200.9,462.2,209.1,296.9,560.3
2024-11-01,RN-BCN-F058,B,furgoneta,2488.5,522.6,236.4,335.69,633.6
2024-12-01,RN-BCN-F058,B,furgoneta,2556.8,536.9,242.9,344.92,651.0
2025-01-01,RN-BCN-F058,B,furgoneta,2029.1,426.1,192.8,273.73,516.6
2025-02-01,RN-BCN-F058,B,furgoneta,1972.0,414.1,187.3,266.02,502.1
2025-03-01,RN-BCN-F058,B,furgoneta,2058.6,432.3,195.6,277.7,524.1
2025-04-01,RN-BCN-F058,B,furgoneta,1863.4,391.3,177.0,251.38,474.4
2025-05-01,RN-BCN-F058,B,furgoneta,2103.0,441.6,199.8,283.7,535.4
2025-06-01,RN-BCN-F058,B,furgoneta,2218.6,465.9,210.8,299.29,564.9
2025-07-01,RN-BCN-F058,B,furgoneta,2055.1,431.6,195.2,277.23,523.2
2025-08-01,RN-BCN-F058,B,furgoneta,2469.2,518.5,234.6,333.1,628.7
2025-09-01,RN-BCN-F058,B,furgoneta,2182.5,458.3,207.3,294.42,555.7
2025-10-01,RN-BCN-F058,B,furgoneta,2269.8,476.7,215.6,306.19,577.9
2025-11-01,RN-BCN-F058,B,furgoneta,2096.5,440.3,199.2,282.82,533.8
2025-12-01,RN-BCN-F058,B,furgoneta,2630.7,552.4,249.9,354.88,669.8
2024-01-01,RN-BCN-R001,B,rigido,3513.9,737.9,948.8,1347.23,2542.7
2024-02-01,RN-BCN-R001,B,rigido,3751.2,787.7,1012.8,1438.21,2714.4
2024-03-01,RN-BCN-R001,B,rigido,3941.9,827.8,1064.3,1511.34,2852.4
2024-04-01,RN-BCN-R001,B,rigido,3689.8,774.8,996.2,1414.65,2669.9
2024-05-01,RN-BCN-R001,B,rigido,4241.0,890.6,1145.1,1626.01,3068.8
2024-06-01,RN-BCN-R001,B,rigido,4359.4,915.5,1177.0,1671.39,3154.5
2024-07-01,RN-BCN-R001,B,rigido,4771.1,1001.9,1288.2,1829.25,3452.4
2024-08-01,RN-BCN-R001,B,rigido,3978.6,835.5,1074.2,1525.38,2878.9
2024-09-01,RN-BCN-R001,B,rigido,3718.7,780.9,1004.0,1425.75,2690.8
2024-10-01,RN-BCN-R001,B,rigido,3726.5,782.6,1006.2,1428.75,2696.5
2024-11-01,RN-BCN-R001,B,rigido,3909.3,821.0,1055.5,1498.82,2828.8
2024-12-01,RN-BCN-R001,B,rigido,4230.0,888.3,1142.1,1621.8,3060.9
2025-01-01,RN-BCN-R001,B,rigido,4393.0,922.5,1186.1,1684.28,3178.8
2025-02-01,RN-BCN-R001,B,rigido,3105.3,652.1,838.4,1190.58,2247.0
2025-03-01,RN-BCN-R001,B,rigido,3488.0,732.5,941.8,1337.31,2523.9
2025-04-01,RN-BCN-R001,B,rigido,4270.0,896.7,1152.9,1637.14,3089.8
2025-05-01,RN-BCN-R001,B,rigido,3871.1,812.9,1045.2,1484.17,2801.1
2025-06-01,RN-BCN-R001,B,rigido,4037.7,847.9,1090.2,1548.06,2921.7
2025-07-01,RN-BCN-R001,B,rigido,4311.1,905.3,1164.0,1652.87,3119.5
2025-08-01,RN-BCN-R001,B,rigido,3722.7,781.8,1005.1,1427.3,2693.8
2025-09-01,RN-BCN-R001,B,rigido,3807.1,799.5,1027.9,1459.64,2754.8
2025-10-01,RN-BCN-R001,B,rigido,3681.2,773.0,993.9,1411.37,2663.7
2025-11-01,RN-BCN-R001,B,rigido,4153.4,872.2,1121.4,1592.41,3005.4
2025-12-01,RN-BCN-R001,B,rigido,4827.5,1013.8,1303.4,1850.85,3493.2
2024-01-01,RN-BCN-R002,B,rigido,3464.8,727.6,945.8,1343.02,2534.7
2024-02-01,RN-BCN-R002,B,rigido,3773.6,792.5,1030.1,1462.73,2760.6
2024-03-01,RN-BCN-R002,B,rigido,3880.9,815.0,1059.4,1504.29,2839.1
2024-04-01,RN-BCN-R002,B,rigido,3839.2,806.2,1048.0,1488.15,2808.6
2024-05-01,RN-BCN-R002,B,rigido,4126.7,866.6,1126.5,1599.58,3018.9
2024-06-01,RN-BCN-R002,B,rigido,4299.4,902.9,1173.6,1666.53,3145.3
2024-07-01,RN-BCN-R002,B,rigido,4182.7,878.4,1141.8,1621.3,3059.9
2024-08-01,RN-BCN-R002,B,rigido,3551.7,745.9,969.5,1376.71,2598.3
2024-09-01,RN-BCN-R002,B,rigido,4435.9,931.5,1210.9,1719.42,3245.1
2024-10-01,RN-BCN-R002,B,rigido,3502.3,735.5,956.0,1357.56,2562.2
2024-11-01,RN-BCN-R002,B,rigido,4409.6,926.0,1203.7,1709.22,3225.9
2024-12-01,RN-BCN-R002,B,rigido,4993.7,1048.7,1363.1,1935.64,3653.2
2025-01-01,RN-BCN-R002,B,rigido,3657.7,768.1,998.4,1417.78,2675.8
2025-02-01,RN-BCN-R002,B,rigido,3978.0,835.4,1085.9,1541.93,2910.1
2025-03-01,RN-BCN-R002,B,rigido,3940.1,827.4,1075.5,1527.24,2882.4
2025-04-01,RN-BCN-R002,B,rigido,3655.0,767.5,997.7,1416.73,2673.8
2025-05-01,RN-BCN-R002,B,rigido,3645.4,765.5,995.1,1413.01,2666.8
2025-06-01,RN-BCN-R002,B,rigido,3802.2,798.5,1037.9,1473.79,2781.5
2025-07-01,RN-BCN-R002,B,rigido,3945.7,828.6,1077.1,1529.43,2886.5
2025-08-01,RN-BCN-R002,B,rigido,4374.3,918.6,1194.1,1695.57,3200.1
2025-09-01,RN-BCN-R002,B,rigido,3829.8,804.3,1045.4,1484.49,2801.7
2025-10-01,RN-BCN-R002,B,rigido,4048.2,850.1,1105.0,1569.14,2961.5
2025-11-01,RN-BCN-R002,B,rigido,3752.1,787.9,1024.2,1454.37,2744.9
2025-12-01,RN-BCN-R002,B,rigido,4374.8,918.7,1194.2,1695.74,3200.4
2024-01-01,RN-BCN-R003,B,rigido,3406.0,715.3,980.3,1392.06,2627.3
2024-02-01,RN-BCN-R003,B,rigido,3216.0,675.4,925.6,1314.38,2480.7
2024-03-01,RN-BCN-R003,B,rigido,4226.8,887.6,1216.5,1727.49,3260.3
2024-04-01,RN-BCN-R003,B,rigido,4309.9,905.1,1240.5,1761.47,3324.5
2024-05-01,RN-BCN-R003,B,rigido,3967.2,833.1,1141.8,1621.4,3060.1
2024-06-01,RN-BCN-R003,B,rigido,3774.0,792.5,1086.2,1542.44,2911.1
2024-07-01,RN-BCN-R003,B,rigido,3838.3,806.0,1104.7,1568.73,2960.7
2024-08-01,RN-BCN-R003,B,rigido,3725.5,782.4,1072.3,1522.63,2873.7
2024-09-01,RN-BCN-R003,B,rigido,4047.2,849.9,1164.9,1654.12,3121.9
2024-10-01,RN-BCN-R003,B,rigido,4240.0,890.4,1220.4,1732.91,3270.6
2024-11-01,RN-BCN-R003,B,rigido,3539.4,743.3,1018.7,1446.57,2730.1
2024-12-01,RN-BCN-R003,B,rigido,4659.3,978.4,1341.0,1904.26,3594.0
2025-01-01,RN-BCN-R003,B,rigido,3705.9,778.2,1066.6,1514.6,2858.5
2025-02-01,RN-BCN-R003,B,rigido,3435.1,721.4,988.7,1403.96,2649.7
2025-03-01,RN-BCN-R003,B,rigido,3958.7,831.3,1139.4,1617.95,3053.6
2025-04-01,RN-BCN-R003,B,rigido,3238.2,680.0,932.0,1323.46,2497.8
2025-05-01,RN-BCN-R003,B,rigido,3629.0,762.1,1044.5,1483.2,2799.3
2025-06-01,RN-BCN-R003,B,rigido,4218.7,885.9,1214.2,1724.21,3254.2
2025-07-01,RN-BCN-R003,B,rigido,4315.8,906.3,1242.2,1763.9,3329.1
2025-08-01,RN-BCN-R003,B,rigido,3367.8,707.2,969.3,1376.45,2597.8
2025-09-01,RN-BCN-R003,B,rigido,4343.1,912.0,1250.0,1775.03,3350.1
2025-10-01,RN-BCN-R003,B,rigido,4059.6,852.5,1168.4,1659.19,3131.4
2025-11-01,RN-BCN-R003,B,rigido,3675.9,771.9,1058.0,1502.35,2835.4
2025-12-01,RN-BCN-R003,B,rigido,4757.6,999.1,1369.3,1944.43,3669.8
2024-01-01,RN-BCN-R004,B,rigido,3501.8,735.4,945.5,1342.61,2533.9
2024-02-01,RN-BCN-R004,B,rigido,3850.4,808.6,1039.6,1476.25,2786.2
2024-03-01,RN-BCN-R004,B,rigido,4149.2,871.3,1120.3,1590.82,3002.4
2024-04-01,RN-BCN-R004,B,rigido,3478.7,730.5,939.3,1333.74,2517.2
2024-05-01,RN-BCN-R004,B,rigido,3975.1,834.8,1073.3,1524.05,2876.4
2024-06-01,RN-BCN-R004,B,rigido,4023.3,844.9,1086.3,1542.52,2911.2
2024-07-01,RN-BCN-R004,B,rigido,4617.4,969.7,1246.7,1770.32,3341.2
2024-08-01,RN-BCN-R004,B,rigido,3433.3,721.0,927.0,1316.34,2484.4
2024-09-01,RN-BCN-R004,B,rigido,3960.8,831.8,1069.4,1518.55,2866.0
2024-10-01,RN-BCN-R004,B,rigido,3644.1,765.3,983.9,1397.13,2636.8
2024-11-01,RN-BCN-R004,B,rigido,4064.3,853.5,1097.4,1558.27,2941.0
2024-12-01,RN-BCN-R004,B,rigido,3809.7,800.0,1028.6,1460.65,2756.7
2025-01-01,RN-BCN-R004,B,rigido,3708.2,778.7,1001.2,1421.74,2683.3
2025-02-01,RN-BCN-R004,B,rigido,3848.1,808.1,1039.0,1475.36,2784.5
2025-03-01,RN-BCN-R004,B,rigido,3738.8,785.2,1009.5,1433.47,2705.4
2025-04-01,RN-BCN-R004,B,rigido,3956.4,830.8,1068.2,1516.88,2862.9
2025-05-01,RN-BCN-R004,B,rigido,4362.3,916.1,1177.8,1672.51,3156.6
2025-06-01,RN-BCN-R004,B,rigido,4294.6,901.9,1159.5,1646.55,3107.6
2025-07-01,RN-BCN-R004,B,rigido,3968.5,833.4,1071.5,1521.52,2871.6
2025-08-01,RN-BCN-R004,B,rigido,3803.4,798.7,1026.9,1458.22,2752.1
2025-09-01,RN-BCN-R004,B,rigido,4141.0,869.6,1118.1,1587.67,2996.4
2025-10-01,RN-BCN-R004,B,rigido,4282.8,899.4,1156.3,1642.01,3099.0
2025-11-01,RN-BCN-R004,B,rigido,4626.6,971.6,1249.2,1773.85,3347.8
2025-12-01,RN-BCN-R004,B,rigido,4450.0,934.5,1201.5,1706.14,3220.0
2024-01-01,RN-BCN-R005,B,rigido,3561.3,747.9,961.5,1365.39,2576.9
2024-02-01,RN-BCN-R005,B,rigido,3983.2,836.5,1075.5,1527.15,2882.2
2024-03-01,RN-BCN-R005,B,rigido,3723.5,781.9,1005.4,1427.61,2694.4
2024-04-01,RN-BCN-R005,B,rigido,4076.7,856.1,1100.7,1563.02,2949.9
2024-05-01,RN-BCN-R005,B,rigido,4014.9,843.1,1084.0,1539.3,2905.2
2024-06-01,RN-BCN-R005,B,rigido,4253.3,893.2,1148.4,1630.73,3077.7
2024-07-01,RN-BCN-R005,B,rigido,4110.4,863.2,1109.8,1575.92,2974.3
2024-08-01,RN-BCN-R005,B,rigido,4039.0,848.2,1090.5,1548.54,2922.6
2024-09-01,RN-BCN-R005,B,rigido,4124.3,866.1,1113.6,1581.26,2984.3
2024-10-01,RN-BCN-R005,B,rigido,3988.5,837.6,1076.9,1529.19,2886.1
2024-11-01,RN-BCN-R005,B,rigido,4546.9,954.9,1227.7,1743.29,3290.1
2024-12-01,RN-BCN-R005,B,rigido,4832.3,1014.8,1304.7,1852.71,3496.7
2025-01-01,RN-BCN-R005,B,rigido,3291.3,691.2,888.7,1261.89,2381.6
2025-02-01,RN-BCN-R005,B,rigido,3314.2,696.0,894.8,1270.66,2398.2
2025-03-01,RN-BCN-R005,B,rigido,4060.9,852.8,1096.5,1556.96,2938.5
2025-04-01,RN-BCN-R005,B,rigido,3605.6,757.2,973.5,1382.4,2609.0
2025-05-01,RN-BCN-R005,B,rigido,3731.4,783.6,1007.5,1430.6,2700.0
2025-06-01,RN-BCN-R005,B,rigido,3802.0,798.4,1026.5,1457.67,2751.1
2025-07-01,RN-BCN-R005,B,rigido,4074.0,855.5,1100.0,1561.96,2947.9
2025-08-01,RN-BCN-R005,B,rigido,3232.5,678.8,872.8,1239.36,2339.1
2025-09-01,RN-BCN-R005,B,rigido,4069.3,854.5,1098.7,1560.15,2944.5
2025-10-01,RN-BCN-R005,B,rigido,3921.4,823.5,1058.8,1503.45,2837.5
2025-11-01,RN-BCN-R005,B,rigido,3797.9,797.6,1025.4,1456.13,2748.2
2025-12-01,RN-BCN-R005,B,rigido,4665.2,979.7,1259.6,1788.63,3375.7
2024-01-01,RN-BCN-R006,B,rigido,4091.3,859.2,1104.7,1568.61,2960.5
2024-02-01,RN-BCN-R006,B,rigido,3613.8,758.9,975.7,1385.53,2614.9
2024-03-01,RN-BCN-R006,B,rigido,4013.3,842.8,1083.6,1538.69,2904.0
2024-04-01,RN-BCN-R006,B,rigido,3631.6,762.6,980.5,1392.37,2627.8
2024-05-01,RN-BCN-R006,B,rigido,3717.7,780.7,1003.8,1425.38,2690.2
2024-06-01,RN-BCN-R006,B,rigido,4116.3,864.4,1111.4,1578.2,2978.6
2024-07-01,RN-BCN-R006,B,rigido,4086.9,858.3,1103.5,1566.93,2957.3
2024-08-01,RN-BCN-R006,B,rigido,3442.5,722.9,929.5,1319.84,2491.0
2024-09-01,RN-BCN-R006,B,rigido,3962.2,832.1,1069.8,1519.1,2867.0
2024-10-01,RN-BCN-R006,B,rigido,3728.8,783.1,1006.8,1429.63,2698.2
2024-11-01,RN-BCN-R006,B,rigido,4049.6,850.4,1093.4,1552.6,2930.3
2024-12-01,RN-BCN-R006,B,rigido,5711.0,1199.3,1542.0,2189.58,4132.4
2025-01-01,RN-BCN-R006,B,rigido,3915.1,822.2,1057.1,1501.04,2832.9
2025-02-01,RN-BCN-R006,B,rigido,3631.3,762.6,980.5,1392.25,2627.6
2025-03-01,RN-BCN-R006,B,rigido,3453.0,725.1,932.3,1323.86,2498.6
2025-04-01,RN-BCN-R006,B,rigido,3714.0,779.9,1002.8,1423.96,2687.5
2025-05-01,RN-BCN-R006,B,rigido,4078.6,856.5,1101.2,1563.74,2951.3
2025-06-01,RN-BCN-R006,B,rigido,4394.6,922.9,1186.5,1684.89,3179.9
2025-07-01,RN-BCN-R006,B,rigido,4096.5,860.3,1106.1,1570.6,2964.2
2025-08-01,RN-BCN-R006,B,rigido,3658.3,768.2,987.7,1402.58,2647.1
2025-09-01,RN-BCN-R006,B,rigido,4152.3,872.0,1121.1,1591.98,3004.6
2025-10-01,RN-BCN-R006,B,rigido,3953.2,830.2,1067.4,1515.64,2860.5
2025-11-01,RN-BCN-R006,B,rigido,3925.8,824.4,1060.0,1505.16,2840.7
2025-12-01,RN-BCN-R006,B,rigido,4441.1,932.6,1199.1,1702.72,3213.6
2024-01-01,RN-BCN-R007,B,rigido,3379.1,709.6,912.4,1295.55,2445.1
2024-02-01,RN-BCN-R007,B,rigido,3727.9,782.9,1006.5,1429.29,2697.5
2024-03-01,RN-BCN-R007,B,rigido,3661.8,769.0,988.7,1403.94,2649.7
2024-04-01,RN-BCN-R007,B,rigido,4054.7,851.5,1094.8,1554.57,2934.0
2024-05-01,RN-BCN-R007,B,rigido,3745.1,786.5,1011.2,1435.87,2709.9
2024-06-01,RN-BCN-R007,B,rigido,3966.3,832.9,1070.9,1520.67,2870.0
2024-07-01,RN-BCN-R007,B,rigido,4750.4,997.6,1282.6,1821.29,3437.4
2024-08-01,RN-BCN-R007,B,rigido,4424.7,929.2,1194.7,1696.42,3201.7
2024-09-01,RN-BCN-R007,B,rigido,4288.7,900.6,1158.0,1644.3,3103.3
2024-10-01,RN-BCN-R007,B,rigido,4047.0,849.9,1092.7,1551.62,2928.4
2024-11-01,RN-BCN-R007,B,rigido,4366.5,917.0,1179.0,1674.11,3159.6
2024-12-01,RN-BCN-R007,B,rigido,4342.6,911.9,1172.5,1664.96,3142.3
