mes,grupo,codigo_proveedor,pais_origen,categoria,importe_eur,entregas,entregas_a_tiempo,plazo_real_dias
2024-12-01,D,PRV-095,España,moda_belleza,250070.0,4,4,4.0
2024-12-01,D,PRV-099,España,moda_belleza,219317.41,4,4,7.6
2024-12-01,D,PRV-109,España,moda_belleza,173731.16,9,9,6.6
2024-12-01,D,PRV-118,España,alimentacion_hosteleria,189009.11,7,7,7.2
2024-12-01,D,PRV-119,Vietnam,alimentacion_hosteleria,158054.15,1,1,50.9
2024-12-01,E,PRV-007,España,moda_belleza,282459.03,3,3,10.0
2024-12-01,E,PRV-012,China,moda_belleza,86292.3,1,1,72.1
2024-12-01,E,PRV-013,Vietnam,moda_belleza,155775.17,1,1,39.8
2024-12-01,E,PRV-036,Italia,moda_belleza,103176.56,3,3,9.6
2024-12-01,E,PRV-037,China,moda_belleza,335580.66,1,1,47.4
2024-12-01,E,PRV-038,China,moda_belleza,169936.67,1,1,33.9
2024-12-01,E,PRV-040,España,moda_belleza,128074.68,6,6,8.6
2024-12-01,E,PRV-041,España,moda_belleza,201823.91,5,3,7.9
2024-12-01,E,PRV-042,Italia,moda_belleza,125999.5,3,3,14.2
2024-12-01,E,PRV-043,China,hogar_electronica,298928.15,1,0,45.4
2024-12-01,E,PRV-053,España,alimentacion_hosteleria,109093.83,6,5,10.3
2024-12-01,E,PRV-058,Portugal,alimentacion_hosteleria,56820.84,4,4,4.7
2024-12-01,E,PRV-060,Portugal,moda_belleza,180297.9,2,2,6.5
2024-12-01,E,PRV-064,España,moda_belleza,319381.89,4,4,7.6
2024-12-01,E,PRV-065,España,alimentacion_hosteleria,123330.74,6,3,2.2
2024-12-01,E,PRV-068,España,moda_belleza,98383.13,7,7,2.4
2024-12-01,E,PRV-073,Italia,moda_belleza,123121.98,3,3,6.0
2024-12-01,E,PRV-077,Bangladés,hogar_electronica,184015.47,1,1,33.6
2024-12-01,E,PRV-083,España,moda_belleza,103816.25,5,5,6.5
2024-12-01,E,PRV-087,España,alimentacion_hosteleria,192184.66,3,3,7.3
2024-12-01,E,PRV-097,Turquía,moda_belleza,162735.51,2,2,28.9
2024-12-01,E,PRV-103,España,moda_belleza,287010.59,5,5,4.8
2024-12-01,E,PRV-105,España,alimentacion_hosteleria,237209.36,7,7,2.9
2024-12-01,E,PRV-111,Turquía,alimentacion_hosteleria,88897.61,2,2,28.5
2024-12-01,E,PRV-117,España,moda_belleza,198199.56,6,6,3.9
2025-01-01,A,PRV-004,China,moda_belleza,775506.0,1,1,55.4
2025-01-01,A,PRV-006,España,alimentacion_hosteleria,465298.72,3,3,4.9
2025-01-01,A,PRV-009,Portugal,moda_belleza,740335.95,3,3,12.8
2025-01-01,A,PRV-012,China,moda_belleza,978320.12,1,1,54.2
2025-01-01,A,PRV-013,Vietnam,moda_belleza,1007543.46,1,1,20.3
2025-01-01,A,PRV-014,Italia,moda_belleza,665477.79,3,3,10.4
2025-01-01,A,PRV-015,España,hogar_electronica,709912.49,5,3,2.8
2025-01-01,A,PRV-019,Bangladés,alimentacion_hosteleria,420808.41,1,1,32.1
2025-01-01,A,PRV-023,Portugal,moda_belleza,1346464.92,3,3,9.4
2025-01-01,A,PRV-033,España,alimentacion_hosteleria,542397.51,6,6,5.1
2025-01-01,A,PRV-036,Italia,moda_belleza,732146.06,3,3,9.8
2025-01-01,A,PRV-052,Turquía,moda_belleza,873079.32,1,1,32.4
2025-01-01,A,PRV-057,Turquía,hogar_electronica,939605.79,3,2,8.1
2025-01-01,A,PRV-059,China,hogar_electronica,727459.95,1,0,43.3
2025-01-01,A,PRV-061,España,hogar_electronica,495478.18,5,5,4.8
2025-01-01,A,PRV-065,España,alimentacion_hosteleria,347138.76,6,6,3.7
2025-01-01,A,PRV-086,Vietnam,hogar_electronica,427690.9,1,1,79.5
2025-01-01,A,PRV-092,España,moda_belleza,572669.51,7,7,4.6
2025-01-01,A,PRV-100,China,hogar_electronica,1091483.18,1,0,72.0
2025-01-01,A,PRV-106,España,alimentacion_hosteleria,340535.37,8,7,3.2
2025-01-01,A,PRV-107,Bangladés,moda_belleza,981038.08,1,1,48.8
2025-01-01,A,PRV-108,China,moda_belleza,1097254.43,1,1,40.9
2025-01-01,A,PRV-110,España,moda_belleza,397278.31,3,3,9.7
2025-01-01,A,PRV-112,España,hogar_electronica,457301.02,4,4,8.2
2025-01-01,A,PRV-115,Portugal,hogar_electronica,982867.64,4,4,8.7
2025-01-01,A,PRV-117,España,moda_belleza,1273270.32,5,5,7.5
2025-01-01,A,PRV-118,España,alimentacion_hosteleria,410995.01,5,5,4.2
2025-01-01,B,PRV-001,Turquía,hogar_electronica,346926.6,2,2,6.6
2025-01-01,B,PRV-004,China,moda_belleza,695838.46,1,1,53.0
2025-01-01,B,PRV-014,Italia,moda_belleza,482328.3,3,3,8.7
2025-01-01,B,PRV-021,España,hogar_electronica,668813.45,4,4,3.8
2025-01-01,B,PRV-026,Italia,moda_belleza,500222.77,3,3,14.7
2025-01-01,B,PRV-030,China,moda_belleza,859200.32,1,1,38.4
2025-01-01,B,PRV-042,Italia,moda_belleza,462611.97,3,3,8.2
2025-01-01,B,PRV-048,Portugal,moda_belleza,363056.67,2,2,12.1
2025-01-01,B,PRV-050,Bangladés,hogar_electronica,659732.58,1,1,67.2
2025-01-01,B,PRV-051,China,hogar_electronica,202510.46,1,0,53.4
2025-01-01,B,PRV-053,España,alimentacion_hosteleria,544685.1,3,3,5.3
2025-01-01,B,PRV-055,Vietnam,alimentacion_hosteleria,382962.2,1,1,68.0
2025-01-01,B,PRV-059,China,hogar_electronica,487853.85,1,1,25.6
2025-01-01,B,PRV-063,España,hogar_electronica,237681.6,2,2,3.7
2025-01-01,B,PRV-064,España,moda_belleza,214760.0,4,3,4.3
2025-01-01,B,PRV-068,España,moda_belleza,353740.91,8,8,3.2
2025-01-01,B,PRV-076,Turquía,moda_belleza,438524.57,1,1,25.9
2025-01-01,B,PRV-080,España,alimentacion_hosteleria,273607.69,3,3,7.8
2025-01-01,B,PRV-082,China,hogar_electronica,327955.55,1,1,87.6
2025-01-01,B,PRV-085,Portugal,hogar_electronica,518430.16,2,2,6.2
2025-01-01,B,PRV-094,China,moda_belleza,544871.71,1,1,68.3
2025-01-01,B,PRV-098,Vietnam,alimentacion_hosteleria,622981.91,1,0,24.4
2025-01-01,B,PRV-099,España,moda_belleza,469227.9,4,4,7.1
2025-01-01,B,PRV-100,China,hogar_electronica,548292.59,1,1,69.5
2025-01-01,B,PRV-107,Bangladés,moda_belleza,248380.82,1,0,74.3
2025-01-01,B,PRV-111,Turquía,alimentacion_hosteleria,210477.55,1,1,29.4
2025-01-01,C,PRV-005,España,moda_belleza,374631.61,5,4,3.2
2025-01-01,C,PRV-009,Portugal,moda_belleza,356781.13,3,3,9.8
2025-01-01,C,PRV-010,Italia,alimentacion_hosteleria,138616.54,4,4,9.1
2025-01-01,C,PRV-012,China,moda_belleza,280751.76,1,1,62.7
2025-01-01,C,PRV-017,España,moda_belleza,210122.1,4,4,6.7
2025-01-01,C,PRV-023,Portugal,moda_belleza,329123.59,3,3,7.2
2025-01-01,C,PRV-029,España,alimentacion_hosteleria,337554.55,6,6,4.6
2025-01-01,C,PRV-031,España,moda_belleza,511847.34,6,6,5.2
2025-01-01,C,PRV-032,Bangladés,hogar_electronica,458401.48,1,1,57.2
2025-01-01,C,PRV-052,Turquía,moda_belleza,260165.96,1,1,18.0
2025-01-01,C,PRV-053,España,alimentacion_hosteleria,111872.83,4,4,8.8
2025-01-01,C,PRV-054,España,hogar_electronica,356573.96,6,6,7.5
2025-01-01,C,PRV-063,España,hogar_electronica,371339.19,4,4,8.9
2025-01-01,C,PRV-068,España,moda_belleza,318179.23,7,7,2.0
2025-01-01,C,PRV-073,Italia,moda_belleza,384217.79,3,3,13.8
2025-01-01,C,PRV-075,España,moda_belleza,379821.48,5,4,6.3
2025-01-01,C,PRV-079,España,moda_belleza,315338.25,4,4,6.0
2025-01-01,C,PRV-082,China,hogar_electronica,247466.28,1,0,85.3
2025-01-01,C,PRV-083,España,moda_belleza,286194.3,4,4,9.0
2025-01-01,C,PRV-086,Vietnam,hogar_electronica,361773.22,1,1,30.6
2025-01-01,C,PRV-090,España,hogar_electronica,547962.4,4,4,6.4
2025-01-01,C,PRV-097,Turquía,moda_belleza,240839.8,2,2,20.4
2025-01-01,C,PRV-100,China,hogar_electronica,323092.29,1,1,31.3
2025-01-01,C,PRV-112,España,hogar_electronica,373417.22,4,4,9.3
2025-01-01,C,PRV-114,España,moda_belleza,397346.4,5,5,6.8
2025-01-01,C,PRV-117,España,moda_belleza,346079.92,3,3,8.9
2025-01-01,D,PRV-001,Turquía,hogar_electronica,360995.02,2,2,25.0
2025-01-01,D,PRV-003,España,alimentacion_hosteleria,189243.6,8,8,3.8
2025-01-01,D,PRV-005,España,moda_belleza,301252.64,6,5,5.5
2025-01-01,D,PRV-007,España,moda_belleza,169946.22,5,5,8.1
2025-01-01,D,PRV-012,China,moda_belleza,205988.29,1,1,70.1
2025-01-01,D,PRV-017,España,moda_belleza,313763.71,4,4,9.1
2025-01-01,D,PRV-019,Bangladés,alimentacion_hosteleria,327328.18,1,1,28.3
2025-01-01,D,PRV-023,Portugal,moda_belleza,370985.72,4,4,13.1
2025-01-01,D,PRV-035,España,moda_belleza,231012.15,6,5,6.3
2025-01-01,D,PRV-043,China,hogar_electronica,335987.2,1,0,55.8
2025-01-01,D,PRV-056,China,hogar_electronica,211226.94,1,1,48.0
2025-01-01,D,PRV-058,Portugal,alimentacion_hosteleria,322929.47,4,4,3.1
2025-01-01,D,PRV-060,Portugal,moda_belleza,265267.62,5,5,6.0
2025-01-01,D,PRV-065,España,alimentacion_hosteleria,345017.98,6,6,8.0
2025-01-01,D,PRV-067,España,hogar_electronica,201648.6,5,5,6.4
2025-01-01,D,PRV-071,Italia,moda_belleza,116164.4,2,2,11.6
2025-01-01,D,PRV-074,España,moda_belleza,321188.71,6,5,5.4
2025-01-01,D,PRV-076,Turquía,moda_belleza,187194.39,1,1,24.8
2025-01-01,D,PRV-080,España,alimentacion_hosteleria,128777.89,4,4,8.1
2025-01-01,D,PRV-083,España,moda_belleza,146983.72,4,4,9.6
2025-01-01,D,PRV-095,España,moda_belleza,287226.77,4,4,7.7
2025-01-01,D,PRV-099,España,moda_belleza,201370.74,5,5,8.1
2025-01-01,D,PRV-109,España,moda_belleza,158084.44,8,8,4.5
2025-01-01,D,PRV-118,España,alimentacion_hosteleria,241232.67,7,7,5.8
2025-01-01,D,PRV-119,Vietnam,alimentacion_hosteleria,182730.28,1,1,53.1
2025-01-01,E,PRV-007,España,moda_belleza,281743.27,3,3,6.9
2025-01-01,E,PRV-012,China,moda_belleza,109340.36,1,1,59.5
2025-01-01,E,PRV-013,Vietnam,moda_belleza,143840.3,1,1,44.8
2025-01-01,E,PRV-036,Italia,moda_belleza,109080.42,2,2,10.9
2025-01-01,E,PRV-037,China,moda_belleza,314213.34,1,1,58.3
2025-01-01,E,PRV-038,China,moda_belleza,307640.04,1,1,4.3
2025-01-01,E,PRV-040,España,moda_belleza,209350.39,5,5,5.9
2025-01-01,E,PRV-041,España,moda_belleza,198576.4,5,5,7.0
2025-01-01,E,PRV-042,Italia,moda_belleza,185788.42,4,4,4.7
2025-01-01,E,PRV-043,China,hogar_electronica,317984.65,1,1,21.5
2025-01-01,E,PRV-053,España,alimentacion_hosteleria,134711.36,4,2,6.6
2025-01-01,E,PRV-058,Portugal,alimentacion_hosteleria,101382.57,4,4,5.4
2025-01-01,E,PRV-060,Portugal,moda_belleza,218348.34,5,5,12.4
2025-01-01,E,PRV-064,España,moda_belleza,353591.66,4,4,6.8
2025-01-01,E,PRV-065,España,alimentacion_hosteleria,191746.78,7,6,4.7
2025-01-01,E,PRV-068,España,moda_belleza,153240.82,7,7,6.3
2025-01-01,E,PRV-073,Italia,moda_belleza,163879.47,3,2,11.6
2025-01-01,E,PRV-077,Bangladés,hogar_electronica,213722.35,1,1,57.4
2025-01-01,E,PRV-083,España,moda_belleza,158443.24,4,4,7.6
2025-01-01,E,PRV-087,España,alimentacion_hosteleria,210249.8,5,5,4.8
2025-01-01,E,PRV-097,Turquía,moda_belleza,158220.11,1,1,29.1
2025-01-01,E,PRV-103,España,moda_belleza,433845.82,6,5,3.9
2025-01-01,E,PRV-105,España,alimentacion_hosteleria,341443.49,9,9,6.6
2025-01-01,E,PRV-111,Turquía,alimentacion_hosteleria,83336.55,2,2,25.3
2025-01-01,E,PRV-117,España,moda_belleza,238092.79,5,5,6.6
2025-02-01,A,PRV-004,China,moda_belleza,667564.7,1,1,53.4
2025-02-01,A,PRV-006,España,alimentacion_hosteleria,297736.89,4,4,8.6
2025-02-01,A,PRV-009,Portugal,moda_belleza,679395.48,2,2,11.0
2025-02-01,A,PRV-012,China,moda_belleza,1038321.41,1,1,50.2
2025-02-01,A,PRV-013,Vietnam,moda_belleza,1015075.68,1,1,59.6
2025-02-01,A,PRV-014,Italia,moda_belleza,758385.21,5,5,8.7
2025-02-01,A,PRV-015,España,hogar_electronica,931580.26,5,5,5.6
2025-02-01,A,PRV-019,Bangladés,alimentacion_hosteleria,523217.17,1,0,51.0
2025-02-01,A,PRV-023,Portugal,moda_belleza,1243666.03,3,2,9.4
2025-02-01,A,PRV-033,España,alimentacion_hosteleria,483954.44,6,6,5.1
2025-02-01,A,PRV-036,Italia,moda_belleza,602464.4,3,3,11.6
2025-02-01,A,PRV-052,Turquía,moda_belleza,1044671.18,1,1,28.7
2025-02-01,A,PRV-057,Turquía,hogar_electronica,943929.29,3,2,7.0
2025-02-01,A,PRV-059,China,hogar_electronica,1283431.75,1,1,51.7
2025-02-01,A,PRV-061,España,hogar_electronica,566610.53,5,5,4.4
2025-02-01,A,PRV-065,España,alimentacion_hosteleria,411467.85,7,7,7.3
2025-02-01,A,PRV-086,Vietnam,hogar_electronica,347796.89,1,0,52.7
2025-02-01,A,PRV-092,España,moda_belleza,721753.79,9,9,4.3
2025-02-01,A,PRV-100,China,hogar_electronica,1129476.46,1,1,31.9
2025-02-01,A,PRV-106,España,alimentacion_hosteleria,428877.83,10,10,4.6
2025-02-01,A,PRV-107,Bangladés,moda_belleza,792250.95,1,0,47.8
2025-02-01,A,PRV-108,China,moda_belleza,1214826.11,1,1,19.3
2025-02-01,A,PRV-110,España,moda_belleza,552250.4,4,4,5.6
2025-02-01,A,PRV-112,España,hogar_electronica,378102.69,6,6,6.4
2025-02-01,A,PRV-115,Portugal,hogar_electronica,947831.95,4,4,6.9
2025-02-01,A,PRV-117,España,moda_belleza,1214797.9,4,4,8.5
2025-02-01,A,PRV-118,España,alimentacion_hosteleria,427743.75,6,5,5.3
2025-02-01,B,PRV-001,Turquía,hogar_electronica,268162.69,2,1,22.1
2025-02-01,B,PRV-004,China,moda_belleza,594006.06,1,1,65.7
2025-02-01,B,PRV-014,Italia,moda_belleza,422272.58,4,4,7.3
2025-02-01,B,PRV-021,España,hogar_electronica,513195.53,4,4,6.6
2025-02-01,B,PRV-026,Italia,moda_belleza,439350.19,3,3,12.2
2025-02-01,B,PRV-030,China,moda_belleza,773688.73,1,1,71.2
2025-02-01,B,PRV-042,Italia,moda_belleza,397635.33,4,3,11.4
2025-02-01,B,PRV-048,Portugal,moda_belleza,523481.63,3,3,13.5
2025-02-01,B,PRV-050,Bangladés,hogar_electronica,764995.39,1,1,64.0
2025-02-01,B,PRV-051,China,hogar_electronica,279896.05,1,1,53.5
2025-02-01,B,PRV-053,España,alimentacion_hosteleria,643610.24,4,4,7.1
2025-02-01,B,PRV-055,Vietnam,alimentacion_hosteleria,767953.31,1,1,23.3
2025-02-01,B,PRV-059,China,hogar_electronica,519298.76,1,1,56.6
2025-02-01,B,PRV-063,España,hogar_electronica,424165.57,3,3,3.3
2025-02-01,B,PRV-064,España,moda_belleza,206899.47,4,4,6.4
2025-02-01,B,PRV-068,España,moda_belleza,478563.12,7,6,2.0
2025-02-01,B,PRV-076,Turquía,moda_belleza,392022.17,1,1,28.9
2025-02-01,B,PRV-080,España,alimentacion_hosteleria,323692.65,4,4,5.0
2025-02-01,B,PRV-082,China,hogar_electronica,404887.6,1,1,63.2
2025-02-01,B,PRV-085,Portugal,hogar_electronica,630334.13,3,3,9.4
2025-02-01,B,PRV-094,China,moda_belleza,592187.36,1,1,85.7
2025-02-01,B,PRV-098,Vietnam,alimentacion_hosteleria,453590.78,1,1,50.5
2025-02-01,B,PRV-099,España,moda_belleza,587034.19,5,4,7.6
2025-02-01,B,PRV-100,China,hogar_electronica,895089.64,1,1,43.3
2025-02-01,B,PRV-107,Bangladés,moda_belleza,287473.7,1,1,45.3
2025-02-01,B,PRV-111,Turquía,alimentacion_hosteleria,186554.54,1,1,20.1
2025-02-01,C,PRV-005,España,moda_belleza,397382.21,4,3,3.4
2025-02-01,C,PRV-009,Portugal,moda_belleza,311406.41,2,2,9.4
2025-02-01,C,PRV-010,Italia,alimentacion_hosteleria,243347.63,3,3,3.8
2025-02-01,C,PRV-012,China,moda_belleza,266175.91,1,0,54.6
2025-02-01,C,PRV-017,España,moda_belleza,209982.48,3,3,10.9
2025-02-01,C,PRV-023,Portugal,moda_belleza,362647.58,3,3,12.8
2025-02-01,C,PRV-029,España,alimentacion_hosteleria,429061.46,8,7,4.0
2025-02-01,C,PRV-031,España,moda_belleza,481057.82,5,5,5.8
2025-02-01,C,PRV-032,Bangladés,hogar_electronica,457769.82,1,0,69.7
2025-02-01,C,PRV-052,Turquía,moda_belleza,301527.27,2,1,27.1
2025-02-01,C,PRV-053,España,alimentacion_hosteleria,120910.0,6,6,5.9
2025-02-01,C,PRV-054,España,hogar_electronica,435978.1,6,6,7.5
2025-02-01,C,PRV-063,España,hogar_electronica,485371.21,5,5,8.2
2025-02-01,C,PRV-068,España,moda_belleza,351129.02,9,9,3.0
2025-02-01,C,PRV-073,Italia,moda_belleza,405062.02,2,2,6.5
2025-02-01,C,PRV-075,España,moda_belleza,539094.35,4,3,7.2
2025-02-01,C,PRV-079,España,moda_belleza,239352.73,5,5,4.3
2025-02-01,C,PRV-082,China,hogar_electronica,303315.33,1,1,96.4
2025-02-01,C,PRV-083,España,moda_belleza,365894.62,4,4,8.0
2025-02-01,C,PRV-086,Vietnam,hogar_electronica,395283.84,1,1,63.3
2025-02-01,C,PRV-090,España,hogar_electronica,580291.65,4,4,10.1
2025-02-01,C,PRV-097,Turquía,moda_belleza,182601.86,1,1,19.1
2025-02-01,C,PRV-100,China,hogar_electronica,465245.19,1,0,48.3
2025-02-01,C,PRV-112,España,hogar_electronica,418208.17,4,4,9.4
2025-02-01,C,PRV-114,España,moda_belleza,421234.78,6,6,6.2
2025-02-01,C,PRV-117,España,moda_belleza,414916.94,4,4,8.4
2025-02-01,D,PRV-001,Turquía,hogar_electronica,317012.03,1,1,16.3
2025-02-01,D,PRV-003,España,alimentacion_hosteleria,138404.29,4,4,7.3
2025-02-01,D,PRV-005,España,moda_belleza,317840.56,5,5,5.6
2025-02-01,D,PRV-007,España,moda_belleza,190666.37,3,3,11.8
2025-02-01,D,PRV-012,China,moda_belleza,198441.83,1,1,44.8
2025-02-01,D,PRV-017,España,moda_belleza,365945.68,3,3,9.9
2025-02-01,D,PRV-019,Bangladés,alimentacion_hosteleria,360800.16,1,0,32.0
2025-02-01,D,PRV-023,Portugal,moda_belleza,327937.75,3,2,5.1
2025-02-01,D,PRV-035,España,moda_belleza,197708.83,4,4,4.5
2025-02-01,D,PRV-043,China,hogar_electronica,344200.83,1,0,48.3
2025-02-01,D,PRV-056,China,hogar_electronica,141072.1,1,0,53.7
2025-02-01,D,PRV-058,Portugal,alimentacion_hosteleria,290495.74,5,5,7.2
2025-02-01,D,PRV-060,Portugal,moda_belleza,321136.32,5,5,7.3
2025-02-01,D,PRV-065,España,alimentacion_hosteleria,453401.45,7,5,5.0
2025-02-01,D,PRV-067,España,hogar_electronica,122497.55,5,5,7.6
2025-02-01,D,PRV-071,Italia,moda_belleza,150928.57,3,3,10.5
2025-02-01,D,PRV-074,España,moda_belleza,326205.3,8,8,3.5
2025-02-01,D,PRV-076,Turquía,moda_belleza,222110.68,1,1,32.2
2025-02-01,D,PRV-080,España,alimentacion_hosteleria,166496.11,4,4,5.2
2025-02-01,D,PRV-083,España,moda_belleza,133925.5,4,4,4.9
2025-02-01,D,PRV-095,España,moda_belleza,406508.64,6,5,6.5
2025-02-01,D,PRV-099,España,moda_belleza,246822.77,4,4,8.7
2025-02-01,D,PRV-109,España,moda_belleza,227480.94,7,6,2.4
2025-02-01,D,PRV-118,España,alimentacion_hosteleria,229992.54,5,5,4.1
2025-02-01,D,PRV-119,Vietnam,alimentacion_hosteleria,173821.6,1,1,11.2
2025-02-01,E,PRV-007,España,moda_belleza,280151.73,3,3,8.2
2025-02-01,E,PRV-012,China,moda_belleza,140904.69,1,0,57.2
2025-02-01,E,PRV-013,Vietnam,moda_belleza,148682.46,1,1,47.6
2025-02-01,E,PRV-036,Italia,moda_belleza,138591.18,3,3,18.3
2025-02-01,E,PRV-037,China,moda_belleza,353480.11,1,1,57.4
2025-02-01,E,PRV-038,China,moda_belleza,353662.09,1,1,33.7
2025-02-01,E,PRV-040,España,moda_belleza,234894.44,3,3,5.2
2025-02-01,E,PRV-041,España,moda_belleza,302146.18,5,3,7.1
2025-02-01,E,PRV-042,Italia,moda_belleza,169809.77,3,3,8.3
2025-02-01,E,PRV-043,China,hogar_electronica,395017.15,1,1,50.5
2025-02-01,E,PRV-053,España,alimentacion_hosteleria,119251.46,5,4,4.8
2025-02-01,E,PRV-058,Portugal,alimentacion_hosteleria,114713.22,5,5,7.7
2025-02-01,E,PRV-060,Portugal,moda_belleza,268586.57,4,4,9.0
2025-02-01,E,PRV-064,España,moda_belleza,387750.25,5,4,6.2
2025-02-01,E,PRV-065,España,alimentacion_hosteleria,225174.81,6,6,8.7
2025-02-01,E,PRV-068,España,moda_belleza,165288.84,8,8,2.0
2025-02-01,E,PRV-073,Italia,moda_belleza,193416.64,2,2,12.5
2025-02-01,E,PRV-077,Bangladés,hogar_electronica,228521.45,1,1,34.1
2025-02-01,E,PRV-083,España,moda_belleza,181614.95,4,4,6.9
2025-02-01,E,PRV-087,España,alimentacion_hosteleria,253528.26,4,4,7.6
2025-02-01,E,PRV-097,Turquía,moda_belleza,186998.05,2,2,27.3
2025-02-01,E,PRV-103,España,moda_belleza,249918.13,5,5,7.7
2025-02-01,E,PRV-105,España,alimentacion_hosteleria,245186.52,6,6,5.4
2025-02-01,E,PRV-111,Turquía,alimentacion_hosteleria,110985.6,2,2,14.5
2025-02-01,E,PRV-117,España,moda_belleza,279951.2,4,4,8.5
2025-03-01,A,PRV-004,China,moda_belleza,880998.06,1,1,42.0
2025-03-01,A,PRV-006,España,alimentacion_hosteleria,389994.05,6,6,7.1
2025-03-01,A,PRV-009,Portugal,moda_belleza,714948.14,3,3,12.1
2025-03-01,A,PRV-012,China,moda_belleza,965206.59,1,1,74.4
2025-03-01,A,PRV-013,Vietnam,moda_belleza,869875.19,1,0,26.4
2025-03-01,A,PRV-014,Italia,moda_belleza,736806.92,3,3,10.8
2025-03-01,A,PRV-015,España,hogar_electronica,659337.81,4,4,7.2
2025-03-01,A,PRV-019,Bangladés,alimentacion_hosteleria,471316.74,1,1,35.2
2025-03-01,A,PRV-023,Portugal,moda_belleza,1282424.35,4,3,8.5
2025-03-01,A,PRV-033,España,alimentacion_hosteleria,420240.8,6,6,4.6
2025-03-01,A,PRV-036,Italia,moda_belleza,644401.14,2,2,11.1
2025-03-01,A,PRV-052,Turquía,moda_belleza,790305.02,2,2,30.6
2025-03-01,A,PRV-057,Turquía,hogar_electronica,802683.26,2,2,14.2
2025-03-01,A,PRV-059,China,hogar_electronica,933916.02,1,1,53.2
2025-03-01,A,PRV-061,España,hogar_electronica,470255.08,4,4,7.0
2025-03-01,A,PRV-065,España,alimentacion_hosteleria,338793.04,6,6,6.8
2025-03-01,A,PRV-086,Vietnam,hogar_electronica,267193.1,1,1,55.3
2025-03-01,A,PRV-092,España,moda_belleza,523371.52,6,6,2.0
2025-03-01,A,PRV-100,China,hogar_electronica,1322850.81,1,1,67.6
2025-03-01,A,PRV-106,España,alimentacion_hosteleria,393687.84,5,3,8.5
2025-03-01,A,PRV-107,Bangladés,moda_belleza,944574.72,1,1,60.8
2025-03-01,A,PRV-108,China,moda_belleza,1019644.65,1,1,56.7
2025-03-01,A,PRV-110,España,moda_belleza,573113.48,3,3,6.6
2025-03-01,A,PRV-112,España,hogar_electronica,335232.55,3,3,4.9
2025-03-01,A,PRV-115,Portugal,hogar_electronica,811578.22,4,4,7.9
2025-03-01,A,PRV-117,España,moda_belleza,1482236.64,4,4,5.6
2025-03-01,A,PRV-118,España,alimentacion_hosteleria,432157.14,6,6,4.4
2025-03-01,B,PRV-001,Turquía,hogar_electronica,386300.17,2,2,22.6
2025-03-01,B,PRV-004,China,moda_belleza,595111.07,1,1,59.1
2025-03-01,B,PRV-014,Italia,moda_belleza,445667.01,3,3,16.1
2025-03-01,B,PRV-021,España,hogar_electronica,982260.55,4,4,6.1
2025-03-01,B,PRV-026,Italia,moda_belleza,527544.52,2,1,13.5
2025-03-01,B,PRV-030,China,moda_belleza,825826.84,1,1,34.8
2025-03-01,B,PRV-042,Italia,moda_belleza,412267.72,4,4,8.1
2025-03-01,B,PRV-048,Portugal,moda_belleza,441901.28,3,3,11.0
2025-03-01,B,PRV-050,Bangladés,hogar_electronica,710590.24,1,1,54.4
2025-03-01,B,PRV-051,China,hogar_electronica,278740.53,1,1,42.9
2025-03-01,B,PRV-053,España,alimentacion_hosteleria,615633.45,5,5,8.5
2025-03-01,B,PRV-055,Vietnam,alimentacion_hosteleria,717529.41,1,0,19.0
2025-03-01,B,PRV-059,China,hogar_electronica,424851.12,1,1,50.4
2025-03-01,B,PRV-063,España,hogar_electronica,371869.72,3,2,7.6
2025-03-01,B,PRV-064,España,moda_belleza,225251.52,4,4,6.5
2025-03-01,B,PRV-068,España,moda_belleza,439839.88,5,5,5.1
2025-03-01,B,PRV-076,Turquía,moda_belleza,608918.91,1,1,31.2
2025-03-01,B,PRV-080,España,alimentacion_hosteleria,279604.94,4,3,5.8
2025-03-01,B,PRV-082,China,hogar_electronica,409571.34,1,1,57.8
2025-03-01,B,PRV-085,Portugal,hogar_electronica,583661.78,4,3,7.6
2025-03-01,B,PRV-094,China,moda_belleza,779655.47,1,0,61.9
2025-03-01,B,PRV-098,Vietnam,alimentacion_hosteleria,583829.01,1,1,33.5
2025-03-01,B,PRV-099,España,moda_belleza,673242.92,4,4,6.1
2025-03-01,B,PRV-100,China,hogar_electronica,875516.03,1,1,54.5
2025-03-01,B,PRV-107,Bangladés,moda_belleza,302098.05,1,0,34.7
2025-03-01,B,PRV-111,Turquía,alimentacion_hosteleria,280038.7,1,1,34.3
2025-03-01,C,PRV-005,España,moda_belleza,370678.16,4,4,5.9
2025-03-01,C,PRV-009,Portugal,moda_belleza,326902.72,3,3,10.8
2025-03-01,C,PRV-010,Italia,alimentacion_hosteleria,191208.5,4,4,6.2
2025-03-01,C,PRV-012,China,moda_belleza,263758.78,1,1,79.7
2025-03-01,C,PRV-017,España,moda_belleza,253251.95,3,3,8.4
2025-03-01,C,PRV-023,Portugal,moda_belleza,310921.7,3,2,10.8
2025-03-01,C,PRV-029,España,alimentacion_hosteleria,358157.0,5,3,7.6
2025-03-01,C,PRV-031,España,moda_belleza,485329.17,5,5,10.0
2025-03-01,C,PRV-032,Bangladés,hogar_electronica,451526.79,1,0,64.0
2025-03-01,C,PRV-052,Turquía,moda_belleza,278040.86,1,1,23.8
2025-03-01,C,PRV-053,España,alimentacion_hosteleria,131549.8,3,3,8.2
