mes,codigo_instalacion,grupo,tipo_instalacion,carton_kg,plastico_kg,organico_kg,raee_kg,textil_kg,resto_kg,total_kg,pct_reciclado
2024-12-01,RN-VLC-CV05,C,tienda,1209.2,856.6,2113.6,137.1,33.6,516.3,4866.4,0.545
2024-12-01,RN-VLC-CV06,C,tienda,1680.6,1018.5,2798.9,176.0,52.8,608.9,6335.7,0.605
2024-12-01,RN-VLC-CV07,C,tienda,1488.1,874.5,2437.4,162.8,40.5,566.7,5570.0,0.659
2024-12-01,RN-VLC-CV08,C,tienda,1215.9,751.1,2062.5,140.6,34.1,524.9,4729.1,0.575
2024-12-01,RN-VLC-CV09,C,tienda,1294.5,817.9,2290.5,146.6,37.0,516.4,5102.9,0.629
2024-12-01,RN-VLC-ES01,C,tienda,1641.4,867.2,151.6,254.4,1014.7,473.0,4402.3,0.626
2024-12-01,RN-VLC-ES02,C,tienda,1350.5,827.1,108.8,204.8,825.2,427.3,3743.7,0.582
2024-12-01,RN-VLC-ES03,C,tienda,1393.6,866.7,121.2,203.4,886.9,438.9,3910.7,0.625
2024-12-01,RN-VLC-ES04,C,tienda,1412.4,986.5,134.4,239.7,1054.7,546.0,4373.7,0.674
2024-12-01,RN-VLC-ES05,C,tienda,1462.1,952.7,133.4,229.5,913.6,457.8,4149.1,0.62
2024-12-01,RN-VLC-ES06,C,tienda,1235.3,810.9,114.4,209.7,830.3,324.8,3525.4,0.6
2024-12-01,RN-VLC-ES07,C,tienda,1458.1,885.1,141.0,208.7,915.0,428.9,4036.8,0.65
2024-12-01,RN-VLC-ES08,C,tienda,1657.3,1082.7,152.4,266.8,1136.2,533.7,4829.1,0.637
2024-12-01,RN-VLC-ES09,C,tienda,1393.2,1025.9,136.1,225.7,984.3,467.7,4232.9,0.554
2024-12-01,RN-VLC-ES10,C,tienda,1366.1,937.1,124.5,222.2,912.9,464.9,4027.7,0.603
2024-12-01,RN-VLC-GA01,C,tienda,30250.4,18822.7,11245.8,11064.3,6825.3,9670.1,87878.6,0.55
2024-12-01,RN-VLC-HI01,C,tienda,6992.1,4471.9,13114.5,1032.8,268.9,3371.9,29252.1,0.615
2024-12-01,RN-VLC-HI02,C,tienda,7755.4,5131.3,12896.1,1236.6,337.9,3197.6,30554.9,0.629
2024-12-01,RN-VLC-HI03,C,tienda,7755.8,4872.1,13461.9,1300.1,335.8,3213.6,30939.3,0.658
2024-12-01,RN-VLC-HI04,C,tienda,7148.9,4376.8,11997.5,1023.3,282.3,2932.0,27760.8,0.596
2024-12-01,RN-VLC-HI05,C,tienda,7703.6,5478.6,13007.5,1361.0,305.4,3117.7,30973.8,0.564
2024-12-01,RN-VLC-HI06,C,tienda,7966.2,4885.1,11818.4,1086.6,323.5,3091.2,29171.0,0.631
2024-12-01,RN-VLC-HI07,C,tienda,5728.1,3531.9,9621.2,946.9,215.7,2633.2,22677.0,0.553
2025-01-01,CL-BCN-01,B,centro_logistico,3693.3,1764.2,51.7,182.1,134.6,465.0,6290.9,0.787
2025-01-01,CL-BCN-02,B,centro_logistico,3533.3,1605.2,55.2,171.0,120.7,560.7,6046.1,0.776
2025-01-01,CL-BIO-01,E,centro_logistico,2062.0,1015.4,31.5,102.6,74.8,317.4,3603.7,0.921
2025-01-01,CL-MAD-01,A,centro_logistico,3136.3,1379.6,50.4,159.3,92.2,466.9,5284.7,0.737
2025-01-01,CL-MAD-02,A,centro_logistico,2977.4,1299.3,47.0,155.5,101.0,495.3,5075.5,0.824
2025-01-01,CL-MAD-03,A,centro_logistico,2923.9,1421.6,49.4,152.7,102.6,431.7,5081.9,0.746
2025-01-01,CL-SEV-01,D,centro_logistico,2571.6,1030.8,36.5,117.5,90.9,364.1,4211.4,0.628
2025-01-01,CL-VLC-01,C,centro_logistico,2641.0,1263.7,42.8,151.0,87.6,432.5,4618.6,0.69
2025-01-01,CL-VLC-02,C,centro_logistico,2166.5,1229.3,49.7,144.8,97.4,349.2,4036.9,0.698
2025-01-01,RN-BCN-CV01,B,tienda,944.6,556.8,1495.2,127.8,39.0,393.4,3556.8,0.781
2025-01-01,RN-BCN-CV02,B,tienda,1001.0,647.0,1739.0,161.0,41.8,416.7,4006.5,0.7
2025-01-01,RN-BCN-CV03,B,tienda,1270.7,749.3,1971.1,170.2,41.2,437.0,4639.5,0.737
2025-01-01,RN-BCN-CV04,B,tienda,917.4,582.5,1388.2,135.6,32.9,316.5,3373.1,0.713
2025-01-01,RN-BCN-CV05,B,tienda,927.4,601.8,1453.3,137.8,32.7,351.3,3504.3,0.712
2025-01-01,RN-BCN-CV06,B,tienda,981.7,646.7,1386.5,140.5,36.9,363.7,3556.0,0.737
2025-01-01,RN-BCN-CV07,B,tienda,1041.7,564.1,1651.9,145.6,36.7,366.7,3806.7,0.74
2025-01-01,RN-BCN-CV08,B,tienda,769.1,578.8,1497.1,135.9,37.4,364.0,3382.3,0.768
2025-01-01,RN-BCN-ES01,B,tienda,1072.3,697.3,67.8,181.6,695.7,345.0,3059.7,0.663
2025-01-01,RN-BCN-ES02,B,tienda,1177.9,827.8,81.6,195.2,926.3,370.8,3579.6,0.734
2025-01-01,RN-BCN-ES03,B,tienda,1271.9,840.6,87.7,208.3,901.7,442.2,3752.4,0.711
2025-01-01,RN-BCN-ES04,B,tienda,1262.8,728.0,75.5,180.3,754.0,370.2,3370.8,0.773
2025-01-01,RN-BCN-ES05,B,tienda,1352.0,797.8,87.9,192.2,771.9,445.8,3647.6,0.752
2025-01-01,RN-BCN-ES06,B,tienda,1317.9,768.2,83.1,179.9,869.5,425.1,3643.7,0.675
2025-01-01,RN-BCN-ES07,B,tienda,1250.2,725.2,80.1,175.7,733.7,368.9,3333.8,0.725
2025-01-01,RN-BCN-ES08,B,tienda,929.4,657.5,67.3,139.1,614.4,306.2,2713.9,0.725
2025-01-01,RN-BCN-ES09,B,tienda,1380.5,773.8,77.2,204.3,777.8,413.7,3627.3,0.725
2025-01-01,RN-BCN-ES10,B,tienda,1217.9,722.1,78.5,169.5,741.1,354.8,3283.9,0.742
2025-01-01,RN-BCN-ES11,B,tienda,1254.9,894.7,83.1,178.8,812.9,403.7,3628.1,0.727
2025-01-01,RN-BCN-ES12,B,tienda,1006.1,721.8,64.0,158.8,662.0,356.9,2969.6,0.744
2025-01-01,RN-BCN-ES13,B,tienda,1230.3,756.6,83.5,200.1,727.7,460.9,3459.1,0.751
2025-01-01,RN-BCN-ES14,B,tienda,1322.8,980.8,87.9,204.6,913.1,479.0,3988.2,0.709
2025-01-01,RN-BCN-GA01,B,tienda,22401.9,13547.8,5712.6,9193.8,5503.4,6177.7,62537.2,0.717
2025-01-01,RN-BCN-GA02,B,tienda,25125.5,15438.5,6878.5,11632.5,5946.3,7625.2,72646.5,0.775
2025-01-01,RN-BCN-HI01,B,tienda,4826.7,2358.9,5402.0,814.0,226.5,1524.0,15152.1,0.715
2025-01-01,RN-BCN-HI02,B,tienda,6867.5,3620.2,8510.8,1135.0,300.2,1993.2,22426.9,0.731
2025-01-01,RN-BCN-HI03,B,tienda,4135.1,2583.6,5883.3,822.4,204.7,1589.8,15218.9,0.622
2025-01-01,RN-BCN-HI04,B,tienda,5138.2,3215.1,7331.4,1039.0,252.3,1981.9,18957.9,0.717
2025-01-01,RN-BIO-CV01,E,tienda,1164.9,673.2,1756.5,153.5,39.4,424.2,4211.7,0.874
2025-01-01,RN-BIO-CV02,E,tienda,971.8,651.6,1835.4,164.2,35.3,392.8,4051.1,0.783
2025-01-01,RN-BIO-CV03,E,tienda,995.9,582.9,1612.4,152.1,36.4,366.3,3746.0,0.801
2025-01-01,RN-BIO-CV04,E,tienda,1032.6,686.4,1789.7,165.3,41.6,456.0,4171.6,0.828
2025-01-01,RN-BIO-ES01,E,tienda,1049.2,689.1,72.2,192.9,697.8,363.0,3064.2,0.826
2025-01-01,RN-BIO-ES02,E,tienda,993.5,640.8,64.7,197.5,679.6,327.1,2903.2,0.764
2025-01-01,RN-BIO-ES03,E,tienda,1402.4,1002.9,116.0,301.1,1020.5,492.7,4335.6,0.877
2025-01-01,RN-BIO-ES04,E,tienda,1293.4,775.9,95.8,237.0,784.8,430.1,3617.0,0.793
2025-01-01,RN-BIO-ES05,E,tienda,1294.3,834.6,86.8,257.6,734.1,370.9,3578.3,0.894
2025-01-01,RN-BIO-ES06,E,tienda,1391.9,893.7,100.8,257.3,912.7,479.6,4036.0,0.824
2025-01-01,RN-BIO-ES07,E,tienda,1327.5,874.6,85.7,222.5,791.2,404.0,3705.5,0.824
2025-01-01,RN-BIO-GA01,E,tienda,13825.0,9911.7,4577.4,7636.5,3627.9,4552.3,44130.8,0.819
2025-01-01,RN-BIO-HI01,E,tienda,4761.8,3006.1,7223.2,1271.7,240.8,1926.0,18429.6,0.896
2025-01-01,RN-BIO-HI02,E,tienda,4216.7,2534.2,5801.1,823.6,185.8,1492.5,15053.9,0.793
2025-01-01,RN-MAD-CV01,A,tienda,957.8,614.9,1517.5,125.0,38.1,340.6,3593.9,0.693
2025-01-01,RN-MAD-CV02,A,tienda,1031.8,633.7,1511.0,145.5,46.2,382.9,3751.1,0.773
2025-01-01,RN-MAD-CV03,A,tienda,859.4,555.1,1567.9,126.8,36.3,394.2,3539.7,0.678
2025-01-01,RN-MAD-CV04,A,tienda,984.8,682.4,1685.7,154.2,43.3,458.2,4008.6,0.663
2025-01-01,RN-MAD-CV05,A,tienda,866.6,482.3,1226.9,130.8,34.1,301.4,3042.1,0.638
2025-01-01,RN-MAD-CV06,A,tienda,999.3,619.0,1563.9,140.2,38.7,354.0,3715.1,0.706
2025-01-01,RN-MAD-CV07,A,tienda,1027.7,546.7,1503.7,121.7,42.0,367.5,3609.3,0.773
2025-01-01,RN-MAD-CV08,A,tienda,1117.1,625.1,2028.0,143.6,47.5,466.4,4427.7,0.643
2025-01-01,RN-MAD-CV09,A,tienda,1121.1,736.6,1932.0,168.6,49.4,515.7,4523.4,0.66
2025-01-01,RN-MAD-CV10,A,tienda,928.3,630.3,1692.4,157.5,45.7,389.5,3843.7,0.608
2025-01-01,RN-MAD-ES01,A,tienda,1627.6,1080.4,100.6,258.3,1048.2,498.4,4613.5,0.679
2025-01-01,RN-MAD-ES02,A,tienda,1226.1,714.0,67.1,162.4,744.0,356.4,3270.0,0.637
2025-01-01,RN-MAD-ES03,A,tienda,1218.4,884.6,91.0,196.0,904.0,451.3,3745.3,0.751
2025-01-01,RN-MAD-ES04,A,tienda,1223.9,791.5,82.3,195.3,891.9,466.5,3651.4,0.744
2025-01-01,RN-MAD-ES05,A,tienda,1175.7,815.0,78.4,162.6,788.1,365.4,3385.2,0.604
2025-01-01,RN-MAD-ES06,A,tienda,1360.2,929.3,90.9,195.2,838.5,397.9,3812.0,0.706
2025-01-01,RN-MAD-ES07,A,tienda,1377.9,912.0,93.4,185.5,996.8,482.0,4047.6,0.637
2025-01-01,RN-MAD-ES08,A,tienda,1474.3,966.7,99.6,188.0,987.5,450.5,4166.6,0.706
2025-01-01,RN-MAD-ES09,A,tienda,1273.4,826.8,81.9,200.9,879.9,408.7,3671.6,0.61
2025-01-01,RN-MAD-ES10,A,tienda,1320.6,824.8,97.5,187.4,953.8,470.4,3854.5,0.65
2025-01-01,RN-MAD-ES11,A,tienda,1017.6,748.2,77.3,167.4,774.0,385.2,3169.7,0.649
2025-01-01,RN-MAD-ES12,A,tienda,1321.0,833.4,77.2,201.9,863.3,419.1,3715.9,0.659
2025-01-01,RN-MAD-ES13,A,tienda,1263.0,886.3,85.3,193.6,868.2,418.5,3714.9,0.635
2025-01-01,RN-MAD-ES14,A,tienda,1067.0,664.6,73.1,148.1,715.6,336.9,3005.3,0.693
2025-01-01,RN-MAD-ES15,A,tienda,1290.4,747.9,82.8,182.6,858.0,390.8,3552.5,0.687
2025-01-01,RN-MAD-ES16,A,tienda,1311.5,790.6,82.9,193.5,704.7,404.4,3487.6,0.676
2025-01-01,RN-MAD-ES17,A,tienda,1231.3,816.1,82.9,195.2,918.9,459.1,3703.5,0.72
2025-01-01,RN-MAD-ES18,A,tienda,1375.3,873.2,100.5,209.7,1010.6,457.2,4026.5,0.687
2025-01-01,RN-MAD-ES19,A,tienda,1368.9,961.7,91.2,200.0,988.2,468.2,4078.2,0.683
2025-01-01,RN-MAD-ES20,A,tienda,1330.9,820.2,86.4,211.3,894.9,441.5,3785.2,0.675
2025-01-01,RN-MAD-GA01,A,tienda,29492.6,17741.0,7718.2,12770.2,8283.4,8149.1,84154.5,0.676
2025-01-01,RN-MAD-GA02,A,tienda,21430.7,12632.4,4939.6,8796.2,5335.4,6209.4,59343.7,0.671
2025-01-01,RN-MAD-GA03,A,tienda,22593.8,14073.9,6208.6,9612.9,6133.9,6834.5,65457.6,0.607
2025-01-01,RN-MAD-HI01,A,tienda,5682.8,3197.4,8023.5,920.2,310.7,1857.1,19991.7,0.64
2025-01-01,RN-MAD-HI02,A,tienda,4645.5,3078.6,6624.9,896.9,249.9,1584.4,17080.2,0.685
2025-01-01,RN-MAD-HI03,A,tienda,5314.0,3025.0,7391.2,880.1,279.6,1965.6,18855.5,0.717
2025-01-01,RN-MAD-HI04,A,tienda,5756.5,3393.4,8402.1,1142.3,313.9,2026.3,21034.5,0.601
2025-01-01,RN-MAD-HI05,A,tienda,5608.3,3463.1,8361.6,1110.0,281.0,2278.7,21102.7,0.682
2025-01-01,RN-SEV-CV01,D,tienda,827.6,462.5,1051.6,151.3,32.8,310.6,2836.4,0.48
2025-01-01,RN-SEV-CV02,D,tienda,1046.9,573.5,1256.0,173.9,42.2,371.9,3464.4,0.6
2025-01-01,RN-SEV-CV03,D,tienda,787.8,438.6,1044.6,152.4,35.7,267.8,2726.9,0.58
2025-01-01,RN-SEV-CV04,D,tienda,758.6,418.8,1090.5,143.8,31.8,265.9,2709.4,0.527
2025-01-01,RN-SEV-CV05,D,tienda,674.3,440.1,1010.2,142.4,32.9,253.2,2553.1,0.513
2025-01-01,RN-SEV-CV06,D,tienda,725.5,482.7,1123.4,142.8,36.7,259.4,2770.5,0.519
2025-01-01,RN-SEV-CV07,D,tienda,836.1,483.6,1078.0,163.8,39.8,287.0,2888.3,0.535
2025-01-01,RN-SEV-CV08,D,tienda,859.9,522.2,1162.0,165.2,40.5,291.3,3041.1,0.421
2025-01-01,RN-SEV-CV09,D,tienda,772.4,546.2,1260.6,181.5,40.2,323.2,3124.1,0.517
2025-01-01,RN-SEV-CV10,D,tienda,828.5,490.0,1246.6,159.4,37.8,328.6,3090.9,0.517
2025-01-01,RN-SEV-ES01,D,tienda,1146.9,701.7,61.5,203.6,646.4,359.3,3119.4,0.556
2025-01-01,RN-SEV-ES02,D,tienda,941.6,639.9,51.1,209.0,609.2,333.9,2784.7,0.518
2025-01-01,RN-SEV-ES03,D,tienda,1037.9,639.4,50.4,202.6,651.3,324.0,2905.6,0.529
2025-01-01,RN-SEV-ES04,D,tienda,842.0,593.0,43.4,172.2,535.4,300.1,2486.1,0.536
2025-01-01,RN-SEV-ES05,D,tienda,780.7,559.5,47.9,164.9,504.8,287.2,2345.0,0.497
2025-01-01,RN-SEV-ES06,D,tienda,973.9,702.7,58.0,235.7,723.1,318.9,3012.3,0.548
2025-01-01,RN-SEV-ES07,D,tienda,1112.7,700.8,65.5,266.6,672.1,374.0,3191.7,0.587
2025-01-01,RN-SEV-ES08,D,tienda,943.9,755.1,51.9,228.1,675.3,367.6,3021.9,0.535
2025-01-01,RN-SEV-ES09,D,tienda,1118.5,641.7,49.2,191.1,587.3,316.8,2904.6,0.486
2025-01-01,RN-SEV-ES10,D,tienda,1021.9,621.7,56.3,174.5,676.4,325.7,2876.5,0.42
2025-01-01,RN-SEV-ES11,D,tienda,1059.4,608.8,57.8,199.8,626.1,288.6,2840.5,0.53
2025-01-01,RN-SEV-ES12,D,tienda,978.0,666.2,52.0,195.0,628.6,288.8,2808.6,0.498
2025-01-01,RN-SEV-GA01,D,tienda,11364.2,7602.3,2259.3,6137.9,2535.3,3224.1,33123.1,0.55
2025-01-01,RN-SEV-HI01,D,tienda,3627.4,1815.7,3801.3,843.0,184.0,1230.9,11502.3,0.552
2025-01-01,RN-SEV-HI02,D,tienda,3767.4,2055.5,3933.1,903.7,196.5,1187.0,12043.2,0.601
2025-01-01,RN-SEV-HI03,D,tienda,3058.3,1844.7,3658.7,855.3,179.9,1064.4,10661.3,0.566
2025-01-01,RN-SEV-HI04,D,tienda,4292.8,2654.0,4694.6,1310.7,242.6,1496.0,14690.7,0.493
2025-01-01,RN-VLC-CV01,C,tienda,739.3,522.3,1500.7,94.2,22.2,363.6,3242.3,0.588
2025-01-01,RN-VLC-CV02,C,tienda,998.1,542.1,1559.4,99.0,26.3,350.7,3575.6,0.61
2025-01-01,RN-VLC-CV03,C,tienda,991.7,611.6,1864.6,98.6,29.3,385.1,3980.9,0.618
2025-01-01,RN-VLC-CV04,C,tienda,870.2,507.7,1382.4,89.3,25.8,348.0,3223.4,0.673
2025-01-01,RN-VLC-CV05,C,tienda,639.6,432.6,1194.0,74.9,19.5,265.6,2626.2,0.643
2025-01-01,RN-VLC-CV06,C,tienda,1056.8,627.2,1763.3,107.8,25.8,397.5,3978.4,0.648
2025-01-01,RN-VLC-CV07,C,tienda,752.2,544.7,1453.8,78.5,22.1,320.6,3171.9,0.598
2025-01-01,RN-VLC-CV08,C,tienda,807.7,476.6,1278.4,80.4,21.8,279.3,2944.2,0.574
2025-01-01,RN-VLC-CV09,C,tienda,794.6,439.6,1282.8,77.2,22.7,307.3,2924.2,0.64
2025-01-01,RN-VLC-ES01,C,tienda,1186.6,767.8,86.3,163.3,764.3,340.2,3308.5,0.589
2025-01-01,RN-VLC-ES02,C,tienda,856.8,519.6,73.4,108.7,548.2,249.3,2356.0,0.682
2025-01-01,RN-VLC-ES03,C,tienda,947.4,635.4,83.1,131.8,635.2,267.5,2700.4,0.554
2025-01-01,RN-VLC-ES04,C,tienda,1020.0,641.1,89.2,150.0,651.4,282.0,2833.7,0.562
2025-01-01,RN-VLC-ES05,C,tienda,1029.6,651.5,86.5,156.3,652.1,344.2,2920.2,0.641
2025-01-01,RN-VLC-ES06,C,tienda,753.2,510.8,68.2,108.7,495.2,244.0,2180.1,0.717
2025-01-01,RN-VLC-ES07,C,tienda,916.7,604.5,87.0,146.3,520.9,296.5,2571.9,0.598
2025-01-01,RN-VLC-ES08,C,tienda,1092.6,719.2,96.7,178.3,710.2,363.0,3160.0,0.579
2025-01-01,RN-VLC-ES09,C,tienda,948.1,575.6,84.1,128.2,595.7,316.2,2647.9,0.621
2025-01-01,RN-VLC-ES10,C,tienda,961.4,544.8,77.0,126.3,603.8,283.9,2597.2,0.597
2025-01-01,RN-VLC-GA01,C,tienda,17317.1,12037.9,7176.8,7236.2,4169.3,5532.3,53469.6,0.613
2025-01-01,RN-VLC-HI01,C,tienda,4188.9,2723.9,6613.9,587.4,154.6,1696.2,15964.9,0.62
2025-01-01,RN-VLC-HI02,C,tienda,5069.7,2748.4,7863.8,763.9,169.5,2058.9,18674.2,0.671
2025-01-01,RN-VLC-HI03,C,tienda,4692.3,2984.4,7126.7,846.8,194.5,2080.4,17925.1,0.597
2025-01-01,RN-VLC-HI04,C,tienda,4870.9,2993.2,7035.9,635.9,174.5,1673.4,17383.8,0.587
2025-01-01,RN-VLC-HI05,C,tienda,4816.4,3007.8,7093.9,693.0,189.2,1914.1,17714.4,0.569
2025-01-01,RN-VLC-HI06,C,tienda,4439.5,3030.3,7630.4,682.5,160.7,1959.8,17903.2,0.608
2025-01-01,RN-VLC-HI07,C,tienda,3476.1,2322.0,5775.8,511.1,134.9,1547.2,13767.1,0.631
2025-02-01,CL-BCN-01,B,centro_logistico,3435.7,1587.7,48.1,178.4,105.1,514.3,5869.3,0.799
2025-02-01,CL-BCN-02,B,centro_logistico,3302.7,1385.5,58.2,184.7,107.4,522.2,5560.7,0.804
2025-02-01,CL-BIO-01,E,centro_logistico,1910.4,940.1,30.8,102.5,71.1,313.8,3368.7,0.929
2025-02-01,CL-MAD-01,A,centro_logistico,3013.1,1316.1,49.3,152.8,97.8,461.1,5090.2,0.734
2025-02-01,CL-MAD-02,A,centro_logistico,2852.6,1303.8,48.4,156.1,105.9,391.1,4857.9,0.77
2025-02-01,CL-MAD-03,A,centro_logistico,2858.9,1512.5,52.1,150.4,94.3,441.0,5109.2,0.784
2025-02-01,CL-SEV-01,D,centro_logistico,2402.3,1040.0,42.1,132.3,84.1,324.0,4024.8,0.666
2025-02-01,CL-VLC-01,C,centro_logistico,2308.2,1130.2,42.2,132.4,94.4,377.0,4084.4,0.647
2025-02-01,CL-VLC-02,C,centro_logistico,2598.8,1133.2,32.5,125.8,86.3,350.3,4326.9,0.754
2025-02-01,RN-BCN-CV01,B,tienda,925.0,524.5,1219.4,125.4,33.8,306.9,3135.0,0.752
2025-02-01,RN-BCN-CV02,B,tienda,1045.2,593.6,1353.2,143.9,36.7,385.2,3557.8,0.741
2025-02-01,RN-BCN-CV03,B,tienda,1079.8,594.6,1656.3,141.6,35.4,415.7,3923.4,0.764
2025-02-01,RN-BCN-CV04,B,tienda,815.9,463.5,1189.7,109.9,31.4,257.7,2868.1,0.726
2025-02-01,RN-BCN-CV05,B,tienda,784.1,518.5,1247.6,123.6,30.9,324.9,3029.6,0.705
2025-02-01,RN-BCN-CV06,B,tienda,720.5,506.5,1342.3,122.3,29.8,302.8,3024.2,0.717
2025-02-01,RN-BCN-CV07,B,tienda,853.5,592.4,1428.1,126.4,36.9,343.5,3380.8,0.721
2025-02-01,RN-BCN-CV08,B,tienda,836.7,540.2,1370.5,115.9,33.9,286.3,3183.5,0.775
2025-02-01,RN-BCN-ES01,B,tienda,942.5,563.9,53.9,142.7,533.6,272.6,2509.2,0.696
2025-02-01,RN-BCN-ES02,B,tienda,1062.8,664.6,61.5,161.6,596.8,313.2,2860.5,0.736
2025-02-01,RN-BCN-ES03,B,tienda,981.9,619.1,65.5,164.5,679.3,331.6,2841.9,0.663
2025-02-01,RN-BCN-ES04,B,tienda,1028.0,600.9,68.6,158.1,628.0,312.0,2795.6,0.702
2025-02-01,RN-BCN-ES05,B,tienda,1131.9,696.2,64.7,175.1,678.2,344.1,3090.2,0.77
2025-02-01,RN-BCN-ES06,B,tienda,1040.5,679.3,69.3,151.5,701.4,321.8,2963.8,0.757
2025-02-01,RN-BCN-ES07,B,tienda,999.6,624.8,71.3,152.2,626.9,317.4,2792.2,0.672
2025-02-01,RN-BCN-ES08,B,tienda,753.0,489.1,51.7,143.6,525.0,247.0,2209.4,0.778
2025-02-01,RN-BCN-ES09,B,tienda,1033.3,645.4,67.4,175.4,667.3,335.4,2924.2,0.707
2025-02-01,RN-BCN-ES10,B,tienda,1003.8,671.2,61.0,155.0,666.7,285.1,2842.8,0.697
2025-02-01,RN-BCN-ES11,B,tienda,999.7,631.9,66.5,158.5,737.2,315.3,2909.1,0.814
2025-02-01,RN-BCN-ES12,B,tienda,884.7,621.5,62.0,147.2,568.7,311.5,2595.6,0.677
2025-02-01,RN-BCN-ES13,B,tienda,1069.5,713.4,65.4,151.0,640.5,301.3,2941.1,0.696
2025-02-01,RN-BCN-ES14,B,tienda,1018.9,741.8,72.6,179.7,725.5,370.4,3108.9,0.692
2025-02-01,RN-BCN-GA01,B,tienda,18791.8,9220.2,4814.7,7404.4,4561.3,5266.5,50058.9,0.758
2025-02-01,RN-BCN-GA02,B,tienda,22767.4,12978.8,6116.2,8897.0,5744.9,6339.3,62843.6,0.747
2025-02-01,RN-BCN-HI01,B,tienda,3899.9,2153.4,5255.8,750.4,199.0,1395.7,13654.2,0.677
2025-02-01,RN-BCN-HI02,B,tienda,4839.5,3362.5,6614.2,1029.9,275.1,2066.8,18188.0,0.693
2025-02-01,RN-BCN-HI03,B,tienda,3170.5,2207.9,4894.8,698.9,172.3,1310.9,12455.3,0.699
2025-02-01,RN-BCN-HI04,B,tienda,4261.0,2652.3,6267.4,855.3,222.7,1780.0,16038.7,0.776
2025-02-01,RN-BIO-CV01,E,tienda,939.9,542.6,1479.9,135.1,35.8,364.4,3497.7,0.822
2025-02-01,RN-BIO-CV02,E,tienda,950.7,584.1,1528.9,142.8,35.5,336.0,3578.0,0.832
2025-02-01,RN-BIO-CV03,E,tienda,905.1,529.7,1446.2,129.9,32.8,325.9,3369.6,0.841
2025-02-01,RN-BIO-CV04,E,tienda,972.1,605.5,1476.6,149.0,33.6,384.0,3620.8,0.775
2025-02-01,RN-BIO-ES01,E,tienda,914.8,553.8,64.4,176.7,561.8,300.9,2572.4,0.802
2025-02-01,RN-BIO-ES02,E,tienda,891.7,556.9,57.5,158.3,516.5,245.1,2426.0,0.83
2025-02-01,RN-BIO-ES03,E,tienda,1303.4,818.7,81.1,233.1,812.0,382.9,3631.2,0.754
2025-02-01,RN-BIO-ES04,E,tienda,1141.0,768.6,72.3,216.5,674.9,322.2,3195.5,0.816
2025-02-01,RN-BIO-ES05,E,tienda,1009.7,645.9,70.3,191.2,654.4,366.9,2938.4,0.853
2025-02-01,RN-BIO-ES06,E,tienda,1303.3,844.2,79.2,237.8,865.4,371.2,3701.1,0.812
2025-02-01,RN-BIO-ES07,E,tienda,1029.1,669.9,68.2,175.2,632.7,299.4,2874.5,0.814
2025-02-01,RN-BIO-GA01,E,tienda,14356.4,8413.3,3475.6,6129.4,2482.8,3929.9,38787.4,0.814
2025-02-01,RN-BIO-HI01,E,tienda,4635.5,2693.8,6718.7,1087.1,247.6,1761.6,17144.3,0.822
2025-02-01,RN-BIO-HI02,E,tienda,3400.7,2159.4,4664.5,760.2,153.7,1325.7,12464.2,0.797
2025-02-01,RN-MAD-CV01,A,tienda,802.2,511.5,1230.6,126.8,31.7,336.2,3039.0,0.701
2025-02-01,RN-MAD-CV02,A,tienda,1003.0,555.9,1353.9,132.4,39.3,382.1,3466.6,0.686
2025-02-01,RN-MAD-CV03,A,tienda,813.4,454.8,1236.6,109.9,36.2,321.5,2972.4,0.652
2025-02-01,RN-MAD-CV04,A,tienda,872.8,588.0,1506.7,124.0,37.0,341.5,3470.0,0.69
2025-02-01,RN-MAD-CV05,A,tienda,698.5,418.6,1102.5,89.0,32.7,260.7,2602.0,0.609
2025-02-01,RN-MAD-CV06,A,tienda,867.3,446.6,1311.5,105.7,34.7,340.5,3106.3,0.701
2025-02-01,RN-MAD-CV07,A,tienda,787.3,491.3,1236.7,114.4,32.6,296.4,2958.7,0.671
2025-02-01,RN-MAD-CV08,A,tienda,1033.5,620.1,1757.3,145.9,40.5,383.3,3980.6,0.706
2025-02-01,RN-MAD-CV09,A,tienda,1052.4,556.0,1547.8,139.7,41.3,383.6,3720.8,0.609
2025-02-01,RN-MAD-CV10,A,tienda,931.7,573.4,1473.5,102.5,37.5,340.9,3459.5,0.667
2025-02-01,RN-MAD-ES01,A,tienda,1278.8,763.3,78.7,191.0,888.7,469.5,3670.0,0.647
2025-02-01,RN-MAD-ES02,A,tienda,901.7,565.8,59.5,127.4,600.8,270.2,2525.4,0.708
2025-02-01,RN-MAD-ES03,A,tienda,1024.1,704.5,74.2,159.9,763.4,329.4,3055.5,0.654
2025-02-01,RN-MAD-ES04,A,tienda,1266.1,746.2,74.9,164.5,814.7,362.2,3428.6,0.671
2025-02-01,RN-MAD-ES05,A,tienda,953.1,648.5,62.1,147.5,711.7,360.0,2882.9,0.682
2025-02-01,RN-MAD-ES06,A,tienda,1005.6,651.5,73.0,152.2,848.9,343.5,3074.7,0.672
2025-02-01,RN-MAD-ES07,A,tienda,1145.4,758.3,70.0,165.4,815.2,346.1,3300.4,0.661
2025-02-01,RN-MAD-ES08,A,tienda,1211.7,718.6,70.5,161.3,731.9,342.3,3236.3,0.675
2025-02-01,RN-MAD-ES09,A,tienda,1039.2,628.6,70.2,144.6,732.8,357.2,2972.6,0.697
