fecha,codigo_centro,grupo,num_rutas,km_totales,km_en_vacio,paradas,ocupacion_media,pct_km_en_vacio,entregas_fallidas
2025-01-30,CL-BCN-01,B,9,4646.1,1215.4,119,0.775,0.262,6
2025-01-30,CL-BCN-02,B,7,3466.5,691.5,90,0.61,0.199,2
2025-01-30,CL-BIO-01,E,8,4269.7,660.2,83,0.93,0.155,0
2025-01-30,CL-MAD-01,A,9,,,119,0.812,,7
2025-01-30,CL-MAD-02,A,9,4075.3,784.8,123,0.728,0.193,3
2025-01-30,CL-MAD-03,A,9,4336.6,1047.7,128,0.676,0.242,6
2025-01-30,CL-SEV-01,D,9,10025.6,3670.2,50,0.741,0.366,2
2025-01-30,CL-VLC-01,C,9,4380.6,1042.9,102,0.739,0.238,6
2025-01-30,CL-VLC-02,C,9,4320.9,1107.4,96,0.744,0.256,2
2025-01-31,CL-BCN-01,B,8,4201.3,870.6,94,0.668,0.207,2
2025-01-31,CL-BCN-02,B,10,4857.6,1087.5,146,0.769,0.224,4
2025-01-31,CL-BIO-01,E,8,4169.7,375.2,110,0.928,0.09,2
2025-01-31,CL-MAD-01,A,9,4334.5,672.8,126,0.842,0.155,10
2025-01-31,CL-MAD-02,A,8,3726.3,627.0,109,0.863,0.168,4
2025-01-31,CL-MAD-03,A,9,3927.9,615.1,137,0.749,0.157,7
2025-01-31,CL-SEV-01,D,8,8553.3,2942.1,71,0.662,0.344,2
2025-01-31,CL-VLC-01,C,10,4761.0,1301.8,112,0.646,0.273,4
2025-01-31,CL-VLC-02,C,10,4836.8,1163.2,122,0.695,0.24,2
2025-02-01,CL-BCN-01,B,5,2742.3,664.5,62,0.703,0.242,2
2025-02-01,CL-BCN-02,B,5,2736.8,498.9,62,0.712,0.182,0
2025-02-01,CL-BIO-01,E,6,3133.4,411.2,67,0.816,0.131,0
2025-02-01,CL-MAD-01,A,7,3270.2,571.0,100,0.846,0.175,3
2025-02-01,CL-MAD-02,A,7,3232.9,704.7,102,0.696,0.218,3
2025-02-01,CL-MAD-03,A,7,3013.8,475.4,105,0.826,0.158,6
2025-02-01,CL-SEV-01,D,7,7191.6,2511.0,56,0.639,0.349,0
2025-02-01,CL-VLC-01,C,6,3150.4,775.1,56,0.752,0.246,3
2025-02-01,CL-VLC-02,C,7,3342.7,823.2,90,0.733,0.246,1
2025-02-02,CL-BCN-01,B,3,1366.3,203.2,39,0.741,0.149,3
2025-02-02,CL-BCN-02,B,3,1353.5,271.5,38,0.858,0.201,1
2025-02-02,CL-BIO-01,E,3,,,32,0.843,,0
2025-02-02,CL-MAD-01,A,2,1055.1,173.6,28,0.802,0.165,1
2025-02-02,CL-MAD-02,A,3,1258.4,244.6,40,0.817,0.194,2
2025-02-02,CL-MAD-03,A,2,1127.9,216.0,31,0.845,0.192,0
2025-02-02,CL-SEV-01,D,3,2965.7,966.6,26,0.685,0.326,0
2025-02-02,CL-VLC-01,C,2,1168.9,216.1,28,0.656,0.185,0
2025-02-02,CL-VLC-02,C,3,1437.1,345.6,39,0.679,0.24,0
2025-02-03,CL-BCN-01,B,9,4441.2,876.0,95,0.685,0.197,1
2025-02-03,CL-BCN-02,B,8,3986.2,913.0,127,0.729,0.229,3
2025-02-03,CL-BIO-01,E,8,4140.6,361.5,78,0.84,0.087,1
2025-02-03,CL-MAD-01,A,8,3641.7,684.4,112,0.916,0.188,6
2025-02-03,CL-MAD-02,A,10,4397.0,842.8,164,0.768,0.192,9
2025-02-03,CL-MAD-03,A,9,4056.1,847.9,144,0.694,0.209,2
2025-02-03,CL-SEV-01,D,10,10620.2,3611.1,95,0.499,0.34,1
2025-02-03,CL-VLC-01,C,8,3954.8,695.6,81,0.693,0.176,2
2025-02-03,CL-VLC-02,C,9,4344.2,779.5,116,0.703,0.179,7
2025-02-04,CL-BCN-01,B,10,4983.3,1392.1,116,0.669,0.279,5
2025-02-04,CL-BCN-02,B,10,,,156,0.671,,4
2025-02-04,CL-BIO-01,E,9,4332.0,542.8,119,0.682,0.125,2
2025-02-04,CL-MAD-01,A,11,5005.8,844.0,143,0.847,0.169,8
2025-02-04,CL-MAD-02,A,9,3950.1,864.8,97,0.739,0.219,7
2025-02-04,CL-MAD-03,A,8,3630.1,716.9,110,0.843,0.197,4
2025-02-04,CL-SEV-01,D,8,8590.2,3187.4,70,0.663,0.371,2
2025-02-04,CL-VLC-01,C,9,4178.8,955.1,114,0.779,0.229,1
2025-02-04,CL-VLC-02,C,8,4073.2,893.1,88,0.769,0.219,3
2025-02-05,CL-BCN-01,B,9,4480.9,942.2,107,0.791,0.21,2
2025-02-05,CL-BCN-02,B,8,4206.3,752.0,103,0.678,0.179,7
2025-02-05,CL-BIO-01,E,9,4316.4,822.7,109,0.779,0.191,1
2025-02-05,CL-MAD-01,A,9,4064.3,633.1,134,0.732,0.156,5
2025-02-05,CL-MAD-02,A,9,4169.7,761.8,101,0.805,0.183,7
2025-02-05,CL-MAD-03,A,8,3726.9,693.2,102,0.664,0.186,1
2025-02-05,CL-SEV-01,D,8,8943.8,2818.2,59,0.5,0.315,0
2025-02-05,CL-VLC-01,C,7,3546.3,876.6,77,0.679,0.247,4
2025-02-05,CL-VLC-02,C,10,4826.8,1239.8,154,0.778,0.257,4
2025-02-06,CL-BCN-01,B,9,4482.4,829.6,113,0.76,0.185,4
2025-02-06,CL-BCN-02,B,8,4166.6,1073.8,92,0.76,0.258,2
2025-02-06,CL-BIO-01,E,7,3614.0,529.2,76,0.709,0.146,1
2025-02-06,CL-MAD-01,A,8,3778.3,719.7,112,0.692,0.19,4
2025-02-06,CL-MAD-02,A,8,3469.2,802.7,129,0.741,0.231,2
2025-02-06,CL-MAD-03,A,8,3770.9,775.3,117,0.822,0.206,5
2025-02-06,CL-SEV-01,D,8,8450.6,3278.4,64,0.513,0.388,2
2025-02-06,CL-VLC-01,C,7,3283.0,853.2,90,0.669,0.26,4
2025-02-06,CL-VLC-02,C,8,4119.9,915.6,101,0.684,0.222,3
2025-02-07,CL-BCN-01,B,9,4683.9,774.3,106,0.882,0.165,5
2025-02-07,CL-BCN-02,B,7,3639.8,830.3,87,0.812,0.228,0
2025-02-07,CL-BIO-01,E,8,4199.5,488.4,112,0.812,0.116,1
2025-02-07,CL-MAD-01,A,7,3160.4,432.0,103,0.812,0.137,5
2025-02-07,CL-MAD-02,A,9,4073.8,791.9,115,0.683,0.194,10
2025-02-07,CL-MAD-03,A,9,3942.5,710.9,156,0.789,0.18,6
2025-02-07,CL-SEV-01,D,8,9028.9,2759.1,73,0.62,0.306,3
2025-02-07,CL-VLC-01,C,9,4517.0,1104.9,88,0.676,0.245,4
2025-02-07,CL-VLC-02,C,9,4493.5,1140.1,105,0.71,0.254,3
2025-02-08,CL-BCN-01,B,7,,,95,0.714,,3
2025-02-08,CL-BCN-02,B,7,3400.2,918.7,98,0.728,0.27,2
2025-02-08,CL-BIO-01,E,6,2901.4,468.2,87,0.809,0.161,2
2025-02-08,CL-MAD-01,A,6,2664.1,450.7,72,0.902,0.169,2
2025-02-08,CL-MAD-02,A,6,2582.8,432.5,69,0.764,0.167,4
2025-02-08,CL-MAD-03,A,7,3069.6,558.6,96,0.794,0.182,1
2025-02-08,CL-SEV-01,D,6,6559.7,2165.9,49,0.628,0.33,1
2025-02-08,CL-VLC-01,C,6,2854.2,605.9,72,0.703,0.212,5
2025-02-08,CL-VLC-02,C,6,2822.7,550.4,59,0.733,0.195,0
2025-02-09,CL-BCN-01,B,2,1188.3,197.1,25,0.762,0.166,3
2025-02-09,CL-BCN-02,B,2,1157.7,298.0,26,0.705,0.257,0
2025-02-09,CL-BIO-01,E,2,1266.7,203.0,21,0.81,0.16,0
2025-02-09,CL-MAD-01,A,3,1225.8,242.9,50,0.722,0.198,1
2025-02-09,CL-MAD-02,A,3,1182.6,214.9,43,0.849,0.182,1
2025-02-09,CL-MAD-03,A,3,1165.8,244.8,43,0.615,0.21,6
2025-02-09,CL-SEV-01,D,2,2530.6,721.0,14,0.668,0.285,0
2025-02-09,CL-VLC-01,C,3,1338.3,257.6,36,0.741,0.192,3
2025-02-09,CL-VLC-02,C,3,1315.8,261.2,39,0.728,0.199,1
2025-02-10,CL-BCN-01,B,9,4347.9,1139.4,94,0.714,0.262,6
2025-02-10,CL-BCN-02,B,9,4530.4,1071.5,132,0.734,0.237,4
2025-02-10,CL-BIO-01,E,10,5120.0,965.3,100,0.85,0.189,1
2025-02-10,CL-MAD-01,A,9,3973.0,695.7,124,0.63,0.175,1
2025-02-10,CL-MAD-02,A,9,4280.0,943.0,154,0.757,0.22,3
2025-02-10,CL-MAD-03,A,9,4340.2,1008.3,120,0.794,0.232,4
2025-02-10,CL-SEV-01,D,8,9017.8,3078.5,56,0.481,0.341,2
2025-02-10,CL-VLC-01,C,9,4273.6,1109.4,107,0.765,0.26,2
2025-02-10,CL-VLC-02,C,8,3780.6,892.0,89,0.685,0.236,2
2025-02-11,CL-BCN-01,B,10,4770.0,957.9,119,0.713,0.201,1
2025-02-11,CL-BCN-02,B,7,3509.6,790.9,102,0.749,0.225,1
2025-02-11,CL-BIO-01,E,9,4353.7,639.2,128,0.849,0.147,2
2025-02-11,CL-MAD-01,A,10,4604.0,927.2,126,0.847,0.201,6
2025-02-11,CL-MAD-02,A,9,4238.2,790.9,105,0.742,0.187,3
2025-02-11,CL-MAD-03,A,10,4525.0,734.1,149,0.851,0.162,6
2025-02-11,CL-SEV-01,D,10,10749.1,3429.5,97,0.645,0.319,1
2025-02-11,CL-VLC-01,C,9,4411.7,790.1,109,0.756,0.179,3
2025-02-11,CL-VLC-02,C,10,4997.1,1305.6,125,0.851,0.261,4
2025-02-12,CL-BCN-01,B,8,4103.1,908.2,86,0.739,0.221,3
2025-02-12,CL-BCN-02,B,9,4318.3,877.3,135,0.795,0.203,4
2025-02-12,CL-BIO-01,E,9,4541.4,490.3,115,0.865,0.108,1
2025-02-12,CL-MAD-01,A,8,3692.1,601.7,95,0.737,0.163,2
2025-02-12,CL-MAD-02,A,10,4359.5,710.4,130,0.743,0.163,8
2025-02-12,CL-MAD-03,A,10,4607.0,913.3,121,0.652,0.198,6
2025-02-12,CL-SEV-01,D,8,8116.5,2886.9,52,0.55,0.356,2
2025-02-12,CL-VLC-01,C,10,4921.8,1156.5,111,0.667,0.235,1
2025-02-12,CL-VLC-02,C,9,4392.1,869.6,115,0.688,0.198,1
2025-02-13,CL-BCN-01,B,8,3927.8,1023.3,116,0.804,0.261,4
2025-02-13,CL-BCN-02,B,10,4756.1,941.0,135,0.743,0.198,11
2025-02-13,CL-BIO-01,E,8,,,111,0.808,,0
2025-02-13,CL-MAD-01,A,9,4248.3,729.8,123,0.861,0.172,6
2025-02-13,CL-MAD-02,A,9,4251.5,760.5,112,0.755,0.179,5
2025-02-13,CL-MAD-03,A,8,3619.0,616.3,117,0.771,0.17,8
2025-02-13,CL-SEV-01,D,9,9510.4,3159.4,80,0.637,0.332,2
2025-02-13,CL-VLC-01,C,9,,,84,0.732,,2
2025-02-13,CL-VLC-02,C,9,4487.8,1090.3,131,0.653,0.243,1
2025-02-14,CL-BCN-01,B,8,3877.5,757.7,120,0.703,0.195,6
2025-02-14,CL-BCN-02,B,9,4323.5,831.8,105,0.729,0.192,0
2025-02-14,CL-BIO-01,E,10,4833.0,392.6,102,0.816,0.081,0
2025-02-14,CL-MAD-01,A,8,3709.3,703.2,97,0.82,0.19,4
2025-02-14,CL-MAD-02,A,10,4478.7,417.7,139,0.789,0.093,2
2025-02-14,CL-MAD-03,A,9,4083.8,772.6,125,0.719,0.189,9
2025-02-14,CL-SEV-01,D,9,10045.7,3093.5,52,0.56,0.308,1
2025-02-14,CL-VLC-01,C,9,4199.2,969.8,127,0.583,0.231,5
2025-02-14,CL-VLC-02,C,7,3552.0,891.8,79,0.699,0.251,1
2025-02-15,CL-BCN-01,B,6,2901.4,457.2,68,0.694,0.158,0
2025-02-15,CL-BCN-02,B,6,3056.8,595.0,93,0.735,0.195,2
2025-02-15,CL-BIO-01,E,7,,,90,0.853,,3
2025-02-15,CL-MAD-01,A,5,2410.9,472.0,67,0.79,0.196,3
2025-02-15,CL-MAD-02,A,5,2487.4,381.8,72,0.716,0.153,2
2025-02-15,CL-MAD-03,A,7,2996.7,544.1,110,0.876,0.182,4
2025-02-15,CL-SEV-01,D,6,6511.4,2263.0,52,0.607,0.348,1
2025-02-15,CL-VLC-01,C,6,2719.2,736.5,71,0.66,0.271,5
2025-02-15,CL-VLC-02,C,7,3405.2,703.8,90,0.734,0.207,2
2025-02-16,CL-BCN-01,B,2,1106.8,238.1,26,0.703,0.215,0
2025-02-16,CL-BCN-02,B,2,1215.8,326.3,29,0.785,0.268,1
2025-02-16,CL-BIO-01,E,3,1305.4,170.5,41,0.756,0.131,1
2025-02-16,CL-MAD-01,A,2,1053.6,250.3,28,0.79,0.238,2
2025-02-16,CL-MAD-02,A,2,1089.6,207.4,28,0.809,0.19,2
2025-02-16,CL-MAD-03,A,3,1150.7,225.6,42,0.756,0.196,3
2025-02-16,CL-SEV-01,D,3,3060.9,1081.6,27,0.54,0.353,0
2025-02-16,CL-VLC-01,C,2,1087.6,268.9,19,0.694,0.247,1
2025-02-16,CL-VLC-02,C,3,1327.7,355.9,43,0.555,0.268,1
2025-02-17,CL-BCN-01,B,9,4259.4,809.7,117,0.79,0.19,3
2025-02-17,CL-BCN-02,B,8,4133.7,812.6,119,0.769,0.197,3
2025-02-17,CL-BIO-01,E,8,4206.2,499.1,106,0.97,0.119,0
2025-02-17,CL-MAD-01,A,8,3695.6,416.7,111,0.692,0.113,1
2025-02-17,CL-MAD-02,A,9,4132.1,628.3,102,0.828,0.152,5
2025-02-17,CL-MAD-03,A,9,3914.1,676.3,107,0.901,0.173,2
2025-02-17,CL-SEV-01,D,9,9346.6,3144.0,97,0.65,0.336,3
2025-02-17,CL-VLC-01,C,10,4701.2,1203.0,118,0.726,0.256,2
2025-02-17,CL-VLC-02,C,9,4227.1,824.3,107,0.747,0.195,3
2025-02-18,CL-BCN-01,B,7,3636.3,709.6,77,0.731,0.195,1
2025-02-18,CL-BCN-02,B,7,3448.2,488.6,97,0.858,0.142,1
2025-02-18,CL-BIO-01,E,8,4004.5,361.0,85,0.743,0.09,3
2025-02-18,CL-MAD-01,A,8,3703.3,768.1,114,0.773,0.207,4
2025-02-18,CL-MAD-02,A,8,3590.3,442.9,118,0.835,0.123,6
2025-02-18,CL-MAD-03,A,9,4011.6,645.4,119,0.722,0.161,5
2025-02-18,CL-SEV-01,D,9,9558.0,3509.6,48,0.603,0.367,0
2025-02-18,CL-VLC-01,C,8,3685.4,738.0,96,0.618,0.2,4
2025-02-18,CL-VLC-02,C,8,4119.2,1009.4,69,0.674,0.245,0
2025-02-19,CL-BCN-01,B,8,4028.7,800.4,94,0.793,0.199,2
2025-02-19,CL-BCN-02,B,7,3437.8,739.3,102,0.715,0.215,4
2025-02-19,CL-BIO-01,E,9,4480.4,509.6,98,0.8,0.114,0
2025-02-19,CL-MAD-01,A,8,3843.6,898.8,120,0.846,0.234,4
2025-02-19,CL-MAD-02,A,8,3508.4,687.9,125,0.699,0.196,3
2025-02-19,CL-MAD-03,A,10,4390.7,1104.7,171,0.815,0.252,4
2025-02-19,CL-SEV-01,D,7,7638.0,2673.5,61,0.717,0.35,2
2025-02-19,CL-VLC-01,C,9,4499.7,883.4,71,0.744,0.196,1
2025-02-19,CL-VLC-02,C,9,4349.8,1089.7,105,0.769,0.251,0
2025-02-20,CL-BCN-01,B,8,4139.1,939.7,93,0.748,0.227,1
2025-02-20,CL-BCN-02,B,9,4576.0,865.8,107,0.767,0.189,4
2025-02-20,CL-BIO-01,E,8,4204.3,658.0,93,0.879,0.157,2
2025-02-20,CL-MAD-01,A,9,3909.1,902.0,123,0.898,0.231,9
2025-02-20,CL-MAD-02,A,9,,,135,0.719,,2
2025-02-20,CL-MAD-03,A,8,3894.5,620.3,113,0.689,0.159,3
2025-02-20,CL-SEV-01,D,10,10282.5,3409.0,98,0.566,0.332,2
2025-02-20,CL-VLC-01,C,8,,,90,0.744,,3
2025-02-20,CL-VLC-02,C,8,4123.8,865.0,100,0.793,0.21,3
2025-02-21,CL-BCN-01,B,8,3803.2,1042.5,109,0.796,0.274,8
2025-02-21,CL-BCN-02,B,7,3577.1,866.0,94,0.739,0.242,4
2025-02-21,CL-BIO-01,E,9,4345.9,588.9,93,0.906,0.136,1
2025-02-21,CL-MAD-01,A,10,4785.5,846.7,124,0.808,0.177,8
2025-02-21,CL-MAD-02,A,8,3623.3,654.3,111,0.772,0.181,5
2025-02-21,CL-MAD-03,A,9,4354.8,993.9,127,0.798,0.228,8
2025-02-21,CL-SEV-01,D,9,9697.0,3257.3,91,0.676,0.336,0
2025-02-21,CL-VLC-01,C,9,4234.0,1003.0,88,0.735,0.237,0
2025-02-21,CL-VLC-02,C,9,4460.1,994.6,117,0.723,0.223,0
2025-02-22,CL-BCN-01,B,5,2682.3,480.8,76,0.819,0.179,1
2025-02-22,CL-BCN-02,B,5,2735.5,568.9,75,0.68,0.208,0
2025-02-22,CL-BIO-01,E,7,3492.7,494.0,73,0.809,0.141,1
2025-02-22,CL-MAD-01,A,7,3157.0,506.0,101,0.904,0.16,6
2025-02-22,CL-MAD-02,A,6,2609.1,423.6,94,0.913,0.162,3
2025-02-22,CL-MAD-03,A,6,2724.0,702.4,82,0.76,0.258,3
2025-02-22,CL-SEV-01,D,6,6895.8,2422.6,58,0.73,0.351,2
2025-02-22,CL-VLC-01,C,6,3033.0,582.9,83,0.688,0.192,3
2025-02-22,CL-VLC-02,C,6,2870.7,620.5,73,0.727,0.216,1
2025-02-23,CL-BCN-01,B,3,1329.2,294.5,36,0.886,0.222,0
2025-02-23,CL-BCN-02,B,2,1174.3,211.4,28,0.84,0.18,0
2025-02-23,CL-BIO-01,E,3,1396.2,104.5,26,0.816,0.075,2
2025-02-23,CL-MAD-01,A,3,1170.2,194.2,34,0.781,0.166,1
2025-02-23,CL-MAD-02,A,2,1112.5,127.4,28,0.794,0.115,3
2025-02-23,CL-MAD-03,A,3,1290.9,164.2,42,0.804,0.127,1
2025-02-23,CL-SEV-01,D,2,2656.7,961.4,16,0.633,0.362,0
2025-02-23,CL-VLC-01,C,3,1411.3,361.0,31,0.796,0.256,0
2025-02-23,CL-VLC-02,C,3,1262.8,336.2,37,0.694,0.266,1
2025-02-24,CL-BCN-01,B,9,4575.9,975.2,119,0.855,0.213,4
2025-02-24,CL-BCN-02,B,8,3805.6,869.3,103,0.707,0.228,1
2025-02-24,CL-BIO-01,E,8,4100.5,698.3,97,0.868,0.17,0
2025-02-24,CL-MAD-01,A,9,3958.0,629.7,111,0.78,0.159,6
2025-02-24,CL-MAD-02,A,9,3918.8,437.9,99,0.794,0.112,4
2025-02-24,CL-MAD-03,A,10,4510.9,791.0,125,0.63,0.175,2
2025-02-24,CL-SEV-01,D,9,10159.5,3468.5,79,0.684,0.341,2
2025-02-24,CL-VLC-01,C,10,4746.4,961.8,122,0.754,0.203,3
2025-02-24,CL-VLC-02,C,8,4031.0,821.4,88,0.718,0.204,1
2025-02-25,CL-BCN-01,B,7,3627.6,830.3,89,0.758,0.229,2
2025-02-25,CL-BCN-02,B,8,4110.2,875.7,100,0.744,0.213,3
2025-02-25,CL-BIO-01,E,10,4851.1,611.8,142,0.869,0.126,3
2025-02-25,CL-MAD-01,A,8,3458.5,622.8,125,0.858,0.18,6
2025-02-25,CL-MAD-02,A,9,3911.2,777.1,115,0.87,0.199,4
2025-02-25,CL-MAD-03,A,9,4191.6,544.8,131,0.738,0.13,4
2025-02-25,CL-SEV-01,D,10,10522.6,3837.1,98,0.671,0.365,0
2025-02-25,CL-VLC-01,C,8,3893.3,570.9,108,0.701,0.147,1
2025-02-25,CL-VLC-02,C,8,3899.5,836.5,87,0.671,0.215,3
2025-02-26,CL-BCN-01,B,7,3514.0,842.9,88,0.747,0.24,1
2025-02-26,CL-BCN-02,B,10,5079.6,1311.2,122,0.737,0.258,5
2025-02-26,CL-BIO-01,E,8,4133.5,653.5,97,0.832,0.158,4
2025-02-26,CL-MAD-01,A,9,4246.4,708.3,132,0.793,0.167,7
2025-02-26,CL-MAD-02,A,9,4059.0,593.8,124,0.726,0.146,4
2025-02-26,CL-MAD-03,A,8,3808.7,695.0,101,0.837,0.182,5
2025-02-26,CL-SEV-01,D,9,10185.6,2997.6,64,0.545,0.294,1
2025-02-26,CL-VLC-01,C,8,3939.3,1042.4,114,0.664,0.265,1
2025-02-26,CL-VLC-02,C,9,4600.9,1069.0,126,0.739,0.232,9
2025-02-27,CL-BCN-01,B,9,4271.1,995.9,117,0.75,0.233,1
2025-02-27,CL-BCN-02,B,8,3987.5,767.7,97,0.704,0.193,7
2025-02-27,CL-BIO-01,E,9,4426.6,772.4,103,0.85,0.174,0
2025-02-27,CL-MAD-01,A,8,,,121,0.736,,5
2025-02-27,CL-MAD-02,A,8,3627.9,411.5,123,0.889,0.113,7
2025-02-27,CL-MAD-03,A,8,3558.5,623.3,95,0.822,0.175,5
2025-02-27,CL-SEV-01,D,9,9437.1,3310.4,55,0.645,0.351,2
2025-02-27,CL-VLC-01,C,7,3591.8,766.7,89,0.679,0.213,2
2025-02-27,CL-VLC-02,C,9,4455.1,974.3,109,0.79,0.219,3
2025-02-28,CL-BCN-01,B,8,4048.0,816.5,119,0.73,0.202,3
2025-02-28,CL-BCN-02,B,9,4347.8,758.6,104,0.769,0.174,3
2025-02-28,CL-BIO-01,E,8,4300.6,418.8,108,0.746,0.097,4
2025-02-28,CL-MAD-01,A,9,4116.3,591.5,122,0.876,0.144,4
2025-02-28,CL-MAD-02,A,8,3506.1,576.9,116,0.688,0.165,5
2025-02-28,CL-MAD-03,A,8,3747.8,815.9,116,0.772,0.218,8
2025-02-28,CL-SEV-01,D,9,9335.2,2991.2,90,0.643,0.32,1
2025-02-28,CL-VLC-01,C,9,4291.6,873.1,118,0.787,0.203,5
2025-02-28,CL-VLC-02,C,8,3982.2,979.6,98,0.611,0.246,2
2025-03-01,CL-BCN-01,B,7,3627.1,694.7,92,0.77,0.192,1
2025-03-01,CL-BCN-02,B,8,3832.6,676.8,104,0.741,0.177,2
2025-03-01,CL-BIO-01,E,7,3707.1,333.9,77,0.834,0.09,0
2025-03-01,CL-MAD-01,A,7,3408.8,546.3,114,0.761,0.16,5
2025-03-01,CL-MAD-02,A,6,2978.8,585.7,95,0.866,0.197,4
2025-03-01,CL-MAD-03,A,7,3251.9,662.9,85,0.782,0.204,2
2025-03-01,CL-SEV-01,D,7,7314.9,2256.7,40,0.463,0.309,2
2025-03-01,CL-VLC-01,C,7,3517.1,924.3,88,0.703,0.263,0
2025-03-01,CL-VLC-02,C,6,3148.4,704.0,77,0.807,0.224,0
2025-03-02,CL-BCN-01,B,3,1378.4,379.7,39,0.765,0.275,0
2025-03-02,CL-BCN-02,B,3,1738.1,375.1,40,0.859,0.216,2
2025-03-02,CL-BIO-01,E,3,1280.6,147.2,31,0.875,0.115,0
2025-03-02,CL-MAD-01,A,3,1362.5,214.5,41,0.691,0.157,1
2025-03-02,CL-MAD-02,A,3,1445.4,220.3,41,0.871,0.152,4
2025-03-02,CL-MAD-03,A,3,1235.9,178.8,30,0.776,0.145,1
2025-03-02,CL-SEV-01,D,3,,,22,0.649,,0
2025-03-02,CL-VLC-01,C,3,1344.4,288.4,29,0.765,0.215,1
2025-03-02,CL-VLC-02,C,3,1364.6,311.1,36,0.692,0.228,1
2025-03-03,CL-BCN-01,B,8,4028.3,924.0,105,0.848,0.229,2
2025-03-03,CL-BCN-02,B,10,5044.8,1324.5,129,0.756,0.263,4
2025-03-03,CL-BIO-01,E,9,4334.3,615.8,101,0.867,0.142,1
2025-03-03,CL-MAD-01,A,10,4679.4,879.6,164,0.827,0.188,4
2025-03-03,CL-MAD-02,A,10,4433.9,911.2,143,0.802,0.206,6
2025-03-03,CL-MAD-03,A,10,4541.1,806.3,143,0.789,0.178,9
2025-03-03,CL-SEV-01,D,10,10666.3,3671.6,61,0.634,0.344,0
2025-03-03,CL-VLC-01,C,11,5232.9,1147.5,136,0.743,0.219,2
2025-03-03,CL-VLC-02,C,10,4668.0,1063.9,102,0.707,0.228,1
2025-03-04,CL-BCN-01,B,10,5102.1,745.9,137,0.779,0.146,5
2025-03-04,CL-BCN-02,B,10,4957.7,855.3,112,0.798,0.173,1
2025-03-04,CL-BIO-01,E,11,5619.7,745.8,125,0.834,0.133,1
2025-03-04,CL-MAD-01,A,11,4849.9,914.0,168,0.655,0.188,5
2025-03-04,CL-MAD-02,A,11,5159.1,906.0,158,0.729,0.176,8
2025-03-04,CL-MAD-03,A,9,4261.3,707.7,120,0.755,0.166,8
2025-03-04,CL-SEV-01,D,9,10026.6,3248.1,65,0.594,0.324,0
2025-03-04,CL-VLC-01,C,10,5107.2,1216.9,124,0.672,0.238,2
2025-03-04,CL-VLC-02,C,9,4366.0,1068.1,136,0.636,0.245,6
2025-03-05,CL-BCN-01,B,9,4653.6,1032.5,99,0.798,0.222,7
2025-03-05,CL-BCN-02,B,10,4977.3,1065.8,138,0.857,0.214,2
2025-03-05,CL-BIO-01,E,8,4074.6,394.6,91,0.776,0.097,0
2025-03-05,CL-MAD-01,A,9,4338.3,730.7,126,0.802,0.168,7
2025-03-05,CL-MAD-02,A,8,3814.1,577.5,128,0.738,0.151,7
2025-03-05,CL-MAD-03,A,11,4908.2,887.4,173,0.692,0.181,4
2025-03-05,CL-SEV-01,D,9,9303.2,3159.4,69,0.558,0.34,1
2025-03-05,CL-VLC-01,C,10,4821.1,991.9,126,0.737,0.206,4
2025-03-05,CL-VLC-02,C,10,4758.1,1240.5,124,0.689,0.261,3
2025-03-06,CL-BCN-01,B,9,4593.1,1093.3,110,0.7,0.238,5
2025-03-06,CL-BCN-02,B,9,4499.3,1139.6,131,0.772,0.253,3
2025-03-06,CL-BIO-01,E,10,5063.6,742.3,126,0.829,0.147,1
2025-03-06,CL-MAD-01,A,11,4898.8,871.3,155,0.848,0.178,6
2025-03-06,CL-MAD-02,A,10,4652.9,852.7,132,0.752,0.183,7
2025-03-06,CL-MAD-03,A,10,4508.7,758.9,139,0.826,0.168,4
2025-03-06,CL-SEV-01,D,9,10025.1,3466.5,65,0.662,0.346,0
2025-03-06,CL-VLC-01,C,9,4285.3,1256.1,81,0.742,0.293,1
2025-03-06,CL-VLC-02,C,10,4900.6,1214.3,110,0.81,0.248,3
2025-03-07,CL-BCN-01,B,10,4937.3,993.6,121,0.756,0.201,3
2025-03-07,CL-BCN-02,B,11,5316.4,1059.1,141,0.736,0.199,3
2025-03-07,CL-BIO-01,E,9,4617.4,496.8,123,0.867,0.108,2
2025-03-07,CL-MAD-01,A,10,4538.8,892.7,121,0.743,0.197,8
2025-03-07,CL-MAD-02,A,10,4705.6,747.9,129,0.726,0.159,6
2025-03-07,CL-MAD-03,A,10,4424.6,578.5,116,0.79,0.131,1
2025-03-07,CL-SEV-01,D,10,11189.4,3773.5,72,0.668,0.337,0
2025-03-07,CL-VLC-01,C,10,4847.6,1091.8,96,0.746,0.225,4
2025-03-07,CL-VLC-02,C,12,5757.6,1345.0,151,0.806,0.234,4
2025-03-08,CL-BCN-01,B,7,3284.5,661.1,105,0.742,0.201,2
2025-03-08,CL-BCN-02,B,7,3299.0,792.6,92,0.791,0.24,0
2025-03-08,CL-BIO-01,E,6,3254.4,427.7,48,0.81,0.131,2
2025-03-08,CL-MAD-01,A,8,3445.5,693.8,120,0.859,0.201,2
2025-03-08,CL-MAD-02,A,7,3320.3,627.0,94,0.756,0.189,2
2025-03-08,CL-MAD-03,A,8,3585.3,737.8,121,0.662,0.206,4
2025-03-08,CL-SEV-01,D,7,7102.2,2304.4,61,0.594,0.324,2
